places,count,first_date,last_date,lat,lon
Kingdom of Saudi Arabia,41,2012-11-10 11:50:37 -0500,2013-04-24 16:35:42 -0400,25.0,45.0
Shariyah,2,2012-12-15 13:40:49 -0500,2013-04-24 16:35:42 -0400,36.81147,42.999
Al-Qassim Province,1,2013-02-20 12:42:46 -0500,2013-02-20 12:42:46 -0500,27.08333,43.46667
Riyadh,3,2013-02-20 12:42:46 -0500,2013-02-20 12:42:46 -0500,24.68773,46.72185
Buraydah,7,2013-02-20 12:42:46 -0500,2013-04-24 16:35:42 -0400,26.32599,43.97497
Jeddah,1,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,21.54238,39.19797
Middle East,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,33.13906,35.85869
State of Kuwait,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,29.5,47.75
Al Maghrib,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,30.0,5.0
Al Qaţīf,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,26.5208,50.02452
