places,count,first_date,last_date,lat,lon
Republic of Ecuador,37,2010-09-30 17:54:39 -0400,2010-10-26 20:04:07 -0400,-1.25,-78.25
Quito,8,2010-09-30 17:54:39 -0400,2010-10-26 20:04:07 -0400,-0.22985,-78.52495
Guayaquil,7,2010-09-30 17:54:39 -0400,2010-09-30 17:54:39 -0400,-2.20584,-79.90795
Cuenca,2,2010-09-30 17:54:39 -0400,2010-09-30 17:54:39 -0400,-2.90054,-79.00453
Argentine Republic,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,-34.0,-64.0
Republic of Chile,2,2010-10-01 12:25:51 -0400,2010-10-26 20:04:07 -0400,-30.0,-71.0
Republic of Colombia,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,4.0,-73.25
Plurinational State of Bolivia,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,-17.0,-65.0
Republic of Costa Rica,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,10.0,-84.0
Republic of Honduras,3,2010-10-01 12:25:51 -0400,2010-10-01 20:06:56 -0400,15.0,-86.5
Republic of El Salvador,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,13.83333,-88.91667
Mexico,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,23.0,-102.0
Republic of Nicaragua,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,13.0,-85.0
Republic of Paraguay,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,-23.33333,-58.0
Bolivarian Republic of Venezuela,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,8.0,-66.0
Republic of Peru,1,2010-10-01 12:25:51 -0400,2010-10-01 12:25:51 -0400,-10.0,-75.25
United States,1,2010-10-01 20:06:56 -0400,2010-10-01 20:06:56 -0400,39.76,-98.5
Carondelet,1,2010-10-01 20:06:56 -0400,2010-10-01 20:06:56 -0400,1.12611,-78.76222
Ichimbia,1,2010-10-26 20:04:07 -0400,2010-10-26 20:04:07 -0400,-0.21667,-78.5
