cities,count,first_date,last_date,lat,lon
Belgrade,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,44.80401,20.46513
Bonn,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,50.73438,7.09548
Mahdia,9,2009-01-30 00:07:16 -0500,2010-09-22 11:24:44 -0400,35.50472,11.06222
Santarém,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-2.44306,-54.70833
Belém,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-1.45583,-48.50444
Barcelona,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,41.38879,2.15899
Pointe-Noire,1,2009-08-31 14:50:50 -0400,2009-08-31 14:50:50 -0400,-4.77609,11.86352
Sagada,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,17.084,120.8996
Berlin,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,52.52437,13.41053
Kingston,1,2009-06-05 11:34:05 -0400,2009-06-05 11:34:05 -0400,17.99702,-76.79358
Antigua,1,2009-11-30 02:38:08 -0500,2009-11-30 02:38:08 -0500,28.42307,-14.01379
Nairobi,1,2009-12-07 02:17:01 -0500,2009-12-07 02:17:01 -0500,-1.28333,36.81667
Durban,1,2009-12-07 02:17:01 -0500,2009-12-07 02:17:01 -0500,-29.8579,31.0292
Santa Marta,1,2010-02-12 17:44:49 -0500,2010-02-12 17:44:49 -0500,11.24079,-74.19904
La Gloria,1,2010-02-12 17:44:49 -0500,2010-02-12 17:44:49 -0500,8.61868,-73.80265
Elmina,1,2010-02-26 10:30:12 -0500,2010-02-26 10:30:12 -0500,5.0847,-1.35093
Santa Gabriela,1,2010-07-07 09:26:09 -0400,2010-07-07 09:26:09 -0400,28.03836,-110.94739
Baguio,1,2010-07-07 09:26:09 -0400,2010-07-07 09:26:09 -0400,16.41639,120.59306
Dhāmrai,1,2010-08-05 15:14:24 -0400,2010-08-05 15:14:24 -0400,23.91222,90.26833
Dhaka,1,2010-08-05 15:14:24 -0400,2010-08-05 15:14:24 -0400,23.7104,90.40744
Eu,1,2010-08-11 18:07:09 -0400,2010-08-11 18:07:09 -0400,50.04606,1.42079
Weronika,1,2010-03-14 20:09:38 -0400,2010-03-14 20:09:38 -0400,53.08106,17.45687
Nsanje,1,2010-03-25 12:37:01 -0400,2010-03-25 12:37:01 -0400,-16.91995,35.26199
Dublin,1,2010-03-25 12:37:01 -0400,2010-03-25 12:37:01 -0400,53.33306,-6.24889
Ahmedabad,1,2010-05-28 21:28:27 -0400,2010-05-28 21:28:27 -0400,23.02579,72.58726
Hurghada,1,2010-06-26 18:01:02 -0400,2010-06-26 18:01:02 -0400,27.25738,33.81291
California,2,2010-06-29 23:19:35 -0400,2010-06-29 23:19:35 -0400,38.3004,-76.50745
Beijing,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,39.9075,116.39723
Xincai,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,19.76061,110.35794
Sydney,1,2010-09-22 11:24:44 -0400,2010-09-22 11:24:44 -0400,-33.86785,151.20732
Rome,1,2010-09-22 11:24:44 -0400,2010-09-22 11:24:44 -0400,34.25704,-85.16467
Melbourne,1,2010-09-22 11:24:44 -0400,2010-09-22 11:24:44 -0400,-37.814,144.96332
New York City,1,2010-09-22 19:09:42 -0400,2010-09-22 19:09:42 -0400,40.71427,-74.00597
New York,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,18.25,-77.18333
