places,count,first_date,last_date,lat,lon
Bolivarian Republic of Venezuela,57,2013-03-05 18:33:00 -0500,2013-03-06 11:21:53 -0500,8.0,-66.0
Republic of Cuba,22,2013-03-05 18:33:00 -0500,2013-03-06 11:21:53 -0500,22.0,-79.5
United States,9,2013-03-05 18:33:00 -0500,2013-03-06 11:21:53 -0500,39.76,-98.5
Caribbean Key,4,2013-03-05 18:33:00 -0500,2013-03-05 18:33:00 -0500,26.40008,-80.07226
Republic of Colombia,2,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,4.0,-73.25
Republic of Peru,10,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,-10.0,-75.25
Plurinational State of Bolivia,2,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,-17.0,-65.0
Republic of Chile,1,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,-30.0,-71.0
Caracas,7,2013-03-06 08:51:27 -0500,2013-03-06 11:21:53 -0500,10.48801,-66.87919
Republic of Azerbaijan,1,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,40.5,47.5
Islamic Republic of Pakistan,1,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,30.0,70.0
Republic of Iraq,1,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,33.0,44.0
Islamic Republic of Iran,2,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,32.0,53.0
Repubblica Italiana,1,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,42.83333,12.83333
Āzādī,1,2013-03-07 09:15:46 -0500,2013-03-07 09:15:46 -0500,31.4144,48.5214
Dominican Republic,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,19.0,-70.66667
Jamaica,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,18.16667,-77.25
Barbados,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,13.16667,-59.53333
Argentine Republic,5,2013-03-06 23:17:15 -0500,2013-03-12 10:04:45 -0400,-34.0,-64.0
Federative Republic of Brazil,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,-10.0,-55.0
Republic of Ecuador,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,-1.25,-78.25
Republic of Nicaragua,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,13.0,-85.0
San Francisco,3,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,37.77493,-122.41942
Havana,3,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,23.13302,-82.38304
Washington,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,47.50012,-120.50147
Chacao,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,10.49598,-66.85347
Riverside,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,21.41667,-77.51667
Atlantique Department,1,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,6.66667,2.25
Palestine,1,2013-03-08 14:43:22 -0500,2013-03-08 14:43:22 -0500,31.92157,35.20329
State of Qatar,1,2013-03-08 14:43:22 -0500,2013-03-08 14:43:22 -0500,25.5,51.25
Doha,1,2013-03-08 14:43:22 -0500,2013-03-08 14:43:22 -0500,25.27932,51.52245
Dubai,1,2013-03-08 14:43:22 -0500,2013-03-08 14:43:22 -0500,25.25817,55.30472
Ayacucho,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,-13.15878,-74.22321
Lima,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,-12.04318,-77.02824
Provincia de Chincha,2,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,-13.33333,-75.75
Miraflores,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,1.33667,-71.95111
