places,count,first_date,last_date,lat,lon
Serbia,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,44.81892,20.45998
Federal Republic of Germany,2,2008-12-17 21:18:32 -0500,2010-09-22 19:09:42 -0400,51.5,10.5
Belgrade,8,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,44.80401,20.46513
Bonn,3,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,50.73438,7.09548
Zvezdara,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,44.77465,20.53207
Bačka Topola,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,45.81516,19.6318
Pančevo,1,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,44.87083,20.64028
Federal Democratic Republic of Ethiopia,9,2009-01-30 00:07:16 -0500,2010-03-25 12:37:01 -0400,9.0,39.5
Mahdia,39,2009-01-30 00:07:16 -0500,2010-09-22 11:24:44 -0400,35.50472,11.06222
Santarém,4,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-2.44306,-54.70833
Belterra,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-3.01258,-54.99128
Abaré,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-8.80961,-39.27062
Belém,2,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-1.45583,-48.50444
Estado do Pará,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-4.0,-53.0
Cruz do Espírito Santo,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-7.14,-35.08639
Amazon River,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,-0.16667,-49.0
Republic of India,15,2009-02-23 01:21:53 -0500,2009-10-28 15:04:51 -0400,22.0,79.0
Republic of Uganda,2,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,1.25,32.5
Republic of South Africa,13,2009-02-23 01:21:53 -0500,2010-07-25 06:46:56 -0400,-29.0,24.0
Republic of Peru,10,2009-02-23 01:21:53 -0500,2009-10-28 15:04:51 -0400,-10.0,-75.25
Republic of Rwanda,3,2009-02-23 01:21:53 -0500,2010-03-25 12:37:01 -0400,-2.0,30.0
Kingdom of Thailand,2,2009-02-23 01:21:53 -0500,2010-05-08 09:09:25 -0400,15.5,101.0
Barcelona,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,41.38879,2.15899
Bangladesh,13,2009-08-10 18:18:38 -0400,2009-10-28 15:04:51 -0400,24.0,90.0
Canada,2,2009-08-10 18:18:38 -0400,2009-08-10 18:18:38 -0400,60.10867,-113.64258
