cities,count,first_date,last_date,lat,lon
Kabul,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,34.52813,69.17233
Islamabad,2,2010-08-03 00:44:07 -0400,2010-08-25 16:54:15 -0400,33.72148,73.04329
Kohlu,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,29.89615,69.25199
Peshawar,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,34.008,71.57849
Sibi,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,29.5448,67.8764
Karachi,2,2010-08-05 15:46:01 -0400,2010-08-17 06:07:24 -0400,24.9056,67.0822
Gulberg,1,2010-08-17 06:07:24 -0400,2010-08-17 06:07:24 -0400,24.9421,67.0704
Sukkur,2,2010-08-24 14:49:59 -0400,2010-08-25 13:51:25 -0400,27.70516,68.85738
Shikārpur,1,2010-08-25 16:54:15 -0400,2010-08-25 16:54:15 -0400,27.95706,68.63789
Chārsadda,1,2010-08-26 11:55:49 -0400,2010-08-26 11:55:49 -0400,34.14345,71.73173
Kuhsān,1,2010-08-26 12:12:20 -0400,2010-08-26 12:12:20 -0400,34.65389,61.19778
Muzaffargarh,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,30.07537,71.19213
Makli,1,2010-08-29 15:42:44 -0400,2010-08-29 15:42:44 -0400,24.74429,67.89028
Thatta,1,2010-08-29 15:42:44 -0400,2010-08-29 15:42:44 -0400,24.74745,67.92353
