people,count,first_date,last_date,lat,lon
Bruce Golding,14,2010-05-24 14:17:57 -0400,2010-06-23 13:09:53 -0400,,
Dorothy Lightbourne,1,2010-05-24 14:17:57 -0400,2010-05-24 14:17:57 -0400,,
Christopher,5,2010-05-24 14:17:57 -0400,2010-05-26 12:35:15 -0400,,
Annie Paul,4,2010-05-24 14:17:57 -0400,2010-06-29 09:48:41 -0400,,
Labrish,2,2010-05-24 14:17:57 -0400,2010-05-25 14:56:33 -0400,,
Dwight Nelson,1,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,,
Dudus,16,2010-05-25 14:56:33 -0400,2010-05-26 12:35:15 -0400,,
Coke,2,2010-05-25 14:56:33 -0400,2010-06-23 13:09:53 -0400,,
Manning,1,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,,
Rick,1,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,,
Doodas,1,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,,
Wildey,1,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,,
Annie,2,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,,
Bruce,1,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,,
Geoffrey Philp,1,2010-05-26 22:10:24 -0400,2010-05-26 22:10:24 -0400,,
Brother Bob,1,2010-05-26 22:10:24 -0400,2010-05-26 22:10:24 -0400,,
Channer,2,2010-05-26 22:10:24 -0400,2010-05-26 22:10:24 -0400,,
Laura Redpath,1,2010-05-27 10:57:49 -0400,2010-05-27 10:57:49 -0400,,
Hugo Chavez,1,2010-05-27 10:57:49 -0400,2010-05-27 10:57:49 -0400,,
Michael Christopher,3,2010-05-27 19:01:13 -0400,2010-06-29 09:48:41 -0400,,
Chez Hsia,3,2010-05-27 19:01:13 -0400,2010-06-23 13:09:53 -0400,,
Edward Seaga,9,2010-05-27 19:01:13 -0400,2010-05-27 19:01:13 -0400,,
JamaicaGleaner,1,2010-05-27 19:01:13 -0400,2010-05-27 19:01:13 -0400,,
Ronald Sanders,1,2010-05-30 21:55:44 -0400,2010-05-30 21:55:44 -0400,,
Rev Al Miller,5,2010-06-23 13:09:53 -0400,2010-06-23 13:09:53 -0400,,
Seaga,1,2010-06-23 13:09:53 -0400,2010-06-23 13:09:53 -0400,,
Cssr Ellington,1,2010-06-23 13:09:53 -0400,2010-06-23 13:09:53 -0400,,
Al Miller,2,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
YardFlex,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Obama,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Christopher Coke,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Jim Brown,2,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Dudley Thompson,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Daryl Vaz,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Bob Marley,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Kei Miller,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Selah,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
Peter Tosh,1,2010-06-29 09:48:41 -0400,2010-06-29 09:48:41 -0400,,
