people,count,first_date,last_date,lat,lon
Edward Snowden,186,2013-07-04 11:10:39 -0400,2013-06-26 13:13:34 -0400,,
Rob Tom,1,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Sergei Lavrov,1,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Vladimir Putin,3,2013-07-04 11:10:39 -0400,2013-06-12 13:38:51 -0400,,
Kristina Potupchik,2,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Aleksei Filatov,2,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Akram Makhmutov,1,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Oleg Kozyrev,1,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Tanya Stychinskaya,1,2013-07-04 11:10:39 -0400,2013-07-04 11:10:39 -0400,,
Evo Morales,27,2013-07-04 10:37:08 -0400,2013-07-09 13:49:57 -0400,,
Alain Bachellier,1,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Cristina Fernández,2,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Rafael Correa,8,2013-07-04 10:37:08 -0400,2013-07-09 13:49:57 -0400,,
Ollanta Humala,5,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Mujica,2,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Pepe,1,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Nicolás Maduro,12,2013-07-04 10:37:08 -0400,2013-07-09 13:49:57 -0400,,
Álvaro García Linera,1,2013-07-04 10:37:08 -0400,2013-07-04 10:37:08 -0400,,
Mariela Azocar,1,2013-07-09 13:49:57 -0400,2013-07-09 13:49:57 -0400,,
Josefina Ruggiero,1,2013-07-09 13:49:57 -0400,2013-07-09 13:49:57 -0400,,
Luis Carlos Díaz,1,2013-07-09 13:49:57 -0400,2013-07-09 13:49:57 -0400,,
Vyacheslav Nikonov,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
Natalia Gulevskaya,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
Marina Litvinovich,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
Pavel Chikov,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
Nikita Batalov,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
Potupchick,1,2013-07-15 18:32:23 -0400,2013-07-15 18:32:23 -0400,,
