organizations,count,first_date,last_date,lat,lon
Propaganda Press,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Commonwealth,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Facebook,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Jamaica Information Service,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Amber Media Productions,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Carlos Eire,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,,
Chinese Communist Party,2,2013-12-06 09:45:56 -0500,2013-12-06 09:45:56 -0500,,
Chinese Central Television,1,2013-12-06 09:45:56 -0500,2013-12-06 09:45:56 -0500,,
Nelson Mandela,3,2013-12-06 09:45:56 -0500,2013-12-11 19:21:16 -0500,,
CCTV,3,2013-12-06 09:45:56 -0500,2013-12-06 09:45:56 -0500,,
World Bank,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,,
United Nations,1,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,,
UN,1,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,,
Jakarta Globe,1,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,,
Telesur,3,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,,
BBC Mundo,1,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,,
BBC,1,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,,
Huffington Post,1,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,,
State,1,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,,
Festival Karsh Ottawa,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,,
CARICOM,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,,
ANC,4,2013-12-11 19:21:16 -0500,2013-12-12 16:55:20 -0500,,
National Front,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,,
FBI,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,,
African National Congress,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,,
Rue Mandela et une Ecole Mandela,1,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,,
Mandela School,2,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,,
