organizations,count,first_date,last_date,lat,lon
Ultima Hora,3,2010-07-13 19:21:37 -0400,2010-07-13 19:21:37 -0400,,
Facebook,12,2010-07-13 19:21:37 -0400,2010-10-13 03:09:34 -0400,,
Samsung,9,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
LG,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
Apple,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
Yonhap,3,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
Shinsegae Group,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
Samsung Electronics,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
BG,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Communist Party,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
National Liberation,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Social-Democratic,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Alibaba,1,2010-09-14 00:04:05 -0400,2010-09-14 00:04:05 -0400,,
Nokia,1,2010-09-14 00:04:05 -0400,2010-09-14 00:04:05 -0400,,
Google,5,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Social Networking Service,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Naver,26,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Twitter and Facebook,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Maeil Business,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Maeil,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Yahoo,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
MSN,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Naver News,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
