places,count,first_date,last_date,lat,lon
Moscow,75,2013-07-19 02:51:47 -0400,2013-08-27 12:35:14 -0400,55.75222,37.61556
Bolotnoye,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,54.55727,36.20885
South American Copacabana Hotel,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,-22.98346,-43.19304
Russian Federation,45,2013-07-21 18:01:09 -0400,2013-08-27 12:35:14 -0400,60.0,100.0
Republic of South Africa,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,-29.0,24.0
Manezh,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,56.15367,35.43375
Washington,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,47.50012,-120.50147
Washington D. C.,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,38.89511,-77.03637
Yekaterinburg,16,2013-07-26 00:50:32 -0400,2013-08-30 19:29:51 -0400,56.8519,60.6122
Sverdlovskaya Oblast’,5,2013-07-26 00:50:32 -0400,2013-08-30 19:29:51 -0400,58.0,62.0
Repubblica Italiana,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,42.83333,12.83333
Ukraine,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,49.0,32.0
Republic of Belarus,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,53.0,28.0
Republic of Kazakhstan,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,48.0,68.0
Republic of Azerbaijan,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,40.5,47.5
Republic of Estonia,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,59.0,26.0
State of Israel,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,31.5,34.75
Republic of Turkey,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,39.0,35.0
United Kingdom of Great Britain and Northern Ireland,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,54.75844,-2.69531
United States,2,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,39.76,-98.5
Sochi,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,43.59917,39.72569
Yaroslavl,9,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,57.62987,39.87368
Parnas,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,60.06964,30.3487
Montenegro,8,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,42.75,19.25
Podgorica,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,42.44111,19.26361
Butin,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,49.88436,25.67843
North Caucasus,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,42.94838,44.06616
Dagestan,1,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,43.0,47.0
Ingushetiya,1,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,43.25,46.0
Saint Petersburg,1,2013-09-08 00:39:08 -0400,2013-09-08 00:39:08 -0400,59.93863,30.31413
