people,count,first_date,last_date,lat,lon
Dan Kennedy,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,,
Photomorel,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,,
David Morel,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,,
Wyclef Jean,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,,
Livesay,3,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,,
Guillermo Peña Sr.,4,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Pena,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Jr.,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Jose Sille,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Barahona,3,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Eddyson Volcimé,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Jean Francois Labadie,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Jesus,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Jehanne,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Rocio Diaz,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Suzanne Lehn,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Katharine Ganly,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,,
Mayra Santos Febres,1,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Haití,1,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Henry Christophe,2,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Duvalier,3,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Aristide,3,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Toussaint,1,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,,
Yael Talleyrand,3,2010-01-14 07:51:59 -0500,2010-01-20 11:09:54 -0500,,
Richard Morse,19,2010-01-14 07:51:59 -0500,2010-01-20 11:09:54 -0500,,
Frederic Dupoux,3,2010-01-14 07:51:59 -0500,2010-01-19 20:31:33 -0500,,
Radio Kiskeya,5,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Le Cap Haitien,1,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Patrick Jean Baptiste,2,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Alexandre,2,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Michel Guerrier,4,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Galerie Rivoli,1,2010-01-14 07:37:40 -0500,2010-01-14 07:37:40 -0500,,
Geoffrey Philp,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
David Thompson,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Bharrat Jagdeo,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Patrick Manning,2,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
David Rudder,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Andre Bagoo,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Nicolette Bethel,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Charmaine Valere,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
E.A. Markham,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Trinidadian Taran Rampersad,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,,
Alf Micstar,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Remenión,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Leonel Fernández,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Joan Guerrero,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Duarte,3,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
José Rafael Sosa,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Eduardo Ávila,1,2010-01-14 14:45:40 -0500,2010-01-14 14:45:40 -0500,,
Hilarios,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,,
Vladimir Milov,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,,
Anton Maliavski,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,,
Burton,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,,
Taylor,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,,
Liliane Pierre-Paul,1,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Luis Dacosta,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Serge Miot,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Ronald Beaudin,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Patrick Delatour,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Mirna Narcisse Théodore,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Georges Anglade,5,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Mireille Anglade 

 Hédi Anabi,2,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Métropole Haïti,1,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Joseph,1,2010-01-15 08:40:35 -0500,2010-01-15 08:40:35 -0500,,
Christopher Frecynet,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,,
Alexis,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,,
Daphney,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,,
Heloise Boyer,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,,
Turgeau,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,,
Tara,2,2010-01-15 17:34:37 -0500,2010-01-23 01:27:11 -0500,,
Pwoje Espwa,4,2010-01-15 17:34:37 -0500,2010-01-19 20:31:33 -0500,,
Jeremie,1,2010-01-15 17:34:37 -0500,2010-01-15 17:34:37 -0500,,
Louis St. Germain,1,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,,
Fritzner Simeus,1,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,,
Manassena Cesar,1,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,,
Paolo Chilosi,1,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,,
Keziah Furth,6,2010-01-16 10:23:49 -0500,2010-01-16 10:23:49 -0500,,
Ortiz Feliciano,2,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Matt Marek,2,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Tom Scocca,3,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Choire Sicha,2,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Katrina,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Krystal*Lyte,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Kathleen Tierney,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Konpay,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,,
Obama,5,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,,
Janet Napolitano,2,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,,
Bush,1,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,,
AlterPresseHaiti,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Hillary Clinton,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Nicolas Sarkozy,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Alain Joyandet,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Leonel Fernandez,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Ban Ki Moon,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Bel Balawou,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Potoprincipe,4,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
BelBalawou,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
M. Merten,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Haïti,2,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Harold Isaac,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,,
Steven Solomon,1,2010-01-17 13:46:59 -0500,2010-01-17 13:46:59 -0500,,
Carl Vinson,1,2010-01-17 13:46:59 -0500,2010-01-17 13:46:59 -0500,,
Stephanie Bunker,1,2010-01-17 13:46:59 -0500,2010-01-17 13:46:59 -0500,,
John Hopkins,1,2010-01-17 13:46:59 -0500,2010-01-17 13:46:59 -0500,,
Annie Paul,2,2010-01-17 13:46:59 -0500,2010-01-20 17:01:03 -0500,,
