places,count,first_date,last_date,lat,lon
Kingdom of Thailand,96,2005-08-24 11:34:21 -0400,2008-12-31 02:30:39 -0500,15.5,101.0
Bangkok,127,2008-12-31 02:30:39 -0500,2008-12-31 02:30:39 -0500,13.75398,100.50144
People’s Republic of China,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,35.0,105.0
Japan,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,35.68536,139.75309
Republic of Korea,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,36.5,127.75
Republic of India,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,22.0,79.0
Commonwealth of Australia,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,-25.0,135.0
New Zealand,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,-42.0,174.0
Phatthaya,10,2009-04-11 14:35:22 -0400,2009-04-15 14:46:35 -0400,12.93333,100.88333
London,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,51.50853,-0.12574
Tianjin East Asia Hotel,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,39.11058,117.19005
Suvarnabhumi Airport,1,2009-04-11 14:35:22 -0400,2009-04-11 14:35:22 -0400,13.69152,100.75089
Ban Khlong Songkran,1,2009-04-13 17:14:28 -0400,2009-04-13 17:14:28 -0400,16.71967,99.45872
Neptune,2,2009-04-15 14:46:35 -0400,2009-04-15 14:46:35 -0400,49.36676,-104.06775
Ban Silom,1,2010-03-11 08:43:31 -0500,2010-03-11 08:43:31 -0500,18.12619,99.93864
Europe,3,2010-03-14 20:43:13 -0400,2010-03-15 23:50:55 -0400,48.69096,9.14062
Kingdom of Cambodia,4,2010-03-14 20:43:13 -0400,2010-05-25 08:43:47 -0400,13.0,105.0
Federal Republic of Germany,1,2010-03-14 20:43:13 -0400,2010-03-14 20:43:13 -0400,51.5,10.5
Willowtree,1,2010-03-14 20:43:13 -0400,2010-03-14 20:43:13 -0400,-31.00993,151.50468
Ban Nikhom Ratchaprasong Song,3,2010-04-11 12:11:07 -0400,2010-05-19 22:33:51 -0400,8.52464,99.06633
Ban Khaosan,2,2010-04-11 12:11:07 -0400,2010-04-11 12:11:07 -0400,17.32231,102.84061
Pantip Court,1,2010-04-12 02:52:59 -0400,2010-04-12 02:52:59 -0400,13.75,100.51667
Changwat Ubon Ratchathani,2,2010-05-15 01:25:32 -0400,2010-05-15 01:25:32 -0400,15.16667,105.16667
Ban Wat Sala Daeng,3,2010-05-15 01:25:32 -0400,2010-05-18 00:58:07 -0400,13.75103,100.35133
Northeast Ithaca,1,2010-05-15 01:25:32 -0400,2010-05-15 01:25:32 -0400,42.47032,-76.46228
United States,1,2010-05-15 23:38:17 -0400,2010-05-15 23:38:17 -0400,39.76,-98.5
Mahawitthayalai Ramkhamhaeng,1,2010-05-18 00:58:07 -0400,2010-05-18 00:58:07 -0400,13.75664,100.61769
Udon Thani,1,2010-05-19 22:33:51 -0400,2010-05-19 22:33:51 -0400,17.41567,102.78589
Novotel Bangkok on Siam Square,1,2010-05-19 22:33:51 -0400,2010-05-19 22:33:51 -0400,13.8337,13.8337
Mukdahan,3,2010-05-21 05:33:35 -0400,2010-05-21 05:33:35 -0400,16.54531,104.72351
Nakhon Phanom,1,2010-05-21 05:33:35 -0400,2010-05-21 05:33:35 -0400,17.41081,104.77856
New York,1,2010-05-21 05:33:35 -0400,2010-05-21 05:33:35 -0400,43.00035,-75.4999
Taiwan,3,2010-05-22 03:01:07 -0400,2010-05-22 03:01:07 -0400,24.0,121.0
Islamic Republic of Iran,2,2010-05-22 03:01:07 -0400,2010-05-22 03:01:07 -0400,32.0,53.0
Phoenix,1,2010-05-22 03:01:07 -0400,2010-05-22 03:01:07 -0400,33.44838,-112.07404
Republic of Indonesia,1,2010-05-25 08:43:47 -0400,2010-05-25 08:43:47 -0400,-5.0,120.0
Lao People’s Democratic Republic,1,2010-05-25 08:43:47 -0400,2010-05-25 08:43:47 -0400,18.0,105.0
Republic of Singapore,1,2010-05-25 08:43:47 -0400,2010-05-25 08:43:47 -0400,1.36667,103.8
Lion City (historical),1,2010-05-25 08:43:47 -0400,2010-05-25 08:43:47 -0400,45.60826,-112.92587
Arab Republic of Egypt,1,2010-05-31 22:19:13 -0400,2010-05-31 22:19:13 -0400,27.0,30.0
Saraburi,3,2010-05-31 22:19:13 -0400,2010-05-31 22:19:13 -0400,14.53333,100.91667
