people,count,first_date,last_date,lat,lon
Julien Pain,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Sergey Brin,2,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Liu Jianchao,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Andrew Lih,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Rebecca,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Herock Xia,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Sina,1,2006-01-25 06:54:55 -0500,2006-01-25 06:54:55 -0500,,
BloggerCathayan,1,2006-01-25 06:54:55 -0500,2006-01-25 06:54:55 -0500,,
Gao Ye,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
Jason,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
Dupola,2,2010-01-18 21:10:27 -0500,2010-01-18 21:10:27 -0500,,
Bill Bishop,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
Gao Ming,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
C.A. Yeung,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
Teng Biao,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
Jason Ng,2,2010-03-23 10:45:16 -0400,2010-03-23 11:26:10 -0400,,
David Drummond,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
Rebecca MacKinnon,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
