people,count,first_date,last_date,lat,lon
Dera Bugti,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,,
Dawn,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,,
Nowshehra,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,,
Ahsan Butt,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,,
Beena Sarwar,2,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,,
Asif Zardari,3,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,,
Naveen Naqvi,1,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,,
Asif Ali Zardari,2,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,,
Kalsoom Lakhani,3,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,,
Raza Haider,1,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,,
Awab Alvi,6,2010-08-11 12:15:08 -0400,2010-08-11 12:15:08 -0400,,
Ethan Casey,1,2010-08-15 15:23:57 -0400,2010-08-15 15:23:57 -0400,,
Osama Bin Javaid,1,2010-08-15 15:30:49 -0400,2010-08-15 15:30:49 -0400,,
Farrukh Zafar,2,2010-08-17 06:07:24 -0400,2010-09-01 11:29:35 -0400,,
Sakina Younis,1,2010-08-17 06:07:24 -0400,2010-08-17 06:07:24 -0400,,
Jehan Ara,1,2010-08-17 15:18:39 -0400,2010-08-17 15:18:39 -0400,,
Raza Rumi,1,2010-08-18 16:40:29 -0400,2010-08-18 16:40:29 -0400,,
Faisal Kapadia,1,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Sujawal,2,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Ammar Yasir,2,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Farhan Janjua,1,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Salman Latif,1,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Mehmood Kot,5,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,,
Syed Nabeel Zafar,1,2010-08-25 13:51:25 -0400,2010-08-25 13:51:25 -0400,,
Humza Afzal,1,2010-08-25 16:54:15 -0400,2010-08-25 16:54:15 -0400,,
Shah,1,2010-08-25 16:54:15 -0400,2010-08-25 16:54:15 -0400,,
Tahir Farooqui,1,2010-08-26 11:55:49 -0400,2010-08-26 11:55:49 -0400,,
Ali Raza,1,2010-08-26 11:55:49 -0400,2010-08-26 11:55:49 -0400,,
Rashida Dohad,1,2010-08-26 12:12:20 -0400,2010-08-26 12:12:20 -0400,,
Omar Asghar Khan Foundation,1,2010-08-26 12:12:20 -0400,2010-08-26 12:12:20 -0400,,
Muhammad Hanif,2,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Basti Kandi Wala,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Kot Addu,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Ghulam Asghar,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Azm-e-Nau,2,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Qureshi,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,,
Khuda Hafiz,1,2010-08-29 15:42:44 -0400,2010-08-29 15:42:44 -0400,,
Usama Khilji,1,2010-08-31 17:04:52 -0400,2010-08-31 17:04:52 -0400,,
A. A. Khalid,1,2010-09-06 17:23:54 -0400,2010-09-06 17:23:54 -0400,,
