people,count,first_date,last_date,lat,lon
Nizhny Novgorod,2,2010-07-31 21:49:43 -0400,2010-07-31 21:49:43 -0400,,
Verkhnyaya Vereya,2,2010-07-31 21:49:43 -0400,2010-08-03 10:30:09 -0400,,
Dmitry Medvedev,2,2010-08-03 18:05:12 -0400,2010-09-07 23:03:01 -0400,,
Marina Litvinovich,4,2010-08-03 18:05:12 -0400,2010-08-10 18:50:29 -0400,,
Alexey Sidorenko,5,2010-08-03 18:05:12 -0400,2010-09-07 23:03:01 -0400,,
Gregory Asmolov,9,2010-08-03 18:05:12 -0400,2010-08-10 18:50:29 -0400,,
Rynda,1,2010-08-06 09:29:13 -0400,2010-08-06 09:29:13 -0400,,
Vladimir Putin,16,2010-08-06 09:29:13 -0400,2010-08-18 18:56:28 -0400,,
Aleksey Venediktov,3,2010-08-06 09:29:13 -0400,2010-08-06 09:29:13 -0400,,
Vladimir Vladimirovich,1,2010-08-06 09:29:13 -0400,2010-08-06 09:29:13 -0400,,
V. Putin 
Needless,1,2010-08-06 09:29:13 -0400,2010-08-06 09:29:13 -0400,,
Abramovich,1,2010-08-06 09:29:13 -0400,2010-08-06 09:29:13 -0400,,
Vyksa,2,2010-08-09 08:09:38 -0400,2010-08-29 20:50:39 -0400,,
LJ,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Ushahidi,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Teafortwo,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Vladimir,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Anna Vrazhina,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Anastasiya Severina,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Bablopobeditzlo,1,2010-08-10 18:50:29 -0400,2010-08-10 18:50:29 -0400,,
Miriam Elder,1,2010-08-18 18:56:28 -0400,2010-08-18 18:56:28 -0400,,
Vadim Nikitin,1,2010-08-18 18:56:28 -0400,2010-08-18 18:56:28 -0400,,
Medvedev,1,2010-08-18 18:56:28 -0400,2010-08-18 18:56:28 -0400,,
Natalya Radulova,4,2010-08-20 10:14:22 -0400,2010-08-20 10:14:22 -0400,,
Vasya,1,2010-08-20 10:14:22 -0400,2010-08-20 10:14:22 -0400,,
Maxim Trudolubov,1,2010-08-20 17:53:40 -0400,2010-08-20 17:53:40 -0400,,
Andrei Seltsovsky,2,2010-08-20 17:53:40 -0400,2010-08-20 17:53:40 -0400,,
Tatyana Golikova,1,2010-08-20 17:53:40 -0400,2010-08-20 17:53:40 -0400,,
Anton Nossik,1,2010-08-20 17:53:40 -0400,2010-08-20 17:53:40 -0400,,
Ivan Begtin,3,2010-08-20 17:53:40 -0400,2010-08-20 17:53:40 -0400,,
Anton Gerdo,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Anna Baskakova,3,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Sergey Shoigu,4,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Leonwolf,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Yulia Latynina,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Luzhkov,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Igor Cherskiy,3,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Vladimir Lenin,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Elizaveta Glinka,2,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
God,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
James Rosenau,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Ernst-Otto Czempiel,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
John Clippinger,2,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Sergey Kozhugetovich,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Robert Michels,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Steven Livingston,1,2010-08-29 20:50:39 -0400,2010-08-29 20:50:39 -0400,,
Evgeniya Albats,1,2010-09-06 18:54:59 -0400,2010-09-06 18:54:59 -0400,,
Rice,1,2010-09-06 18:54:59 -0400,2010-09-06 18:54:59 -0400,,
Putin,1,2010-09-06 18:54:59 -0400,2010-09-06 18:54:59 -0400,,
Ruslan Gattarov,7,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Molodaya Gvardiya,2,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Yelizaveta Glinka,9,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Storonniki,2,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Igor Cherski,5,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Aleksey Grazhdankin,1,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
Benedict Anderson,1,2010-09-07 23:03:01 -0400,2010-09-07 23:03:01 -0400,,
