places,count,first_date,last_date,lat,lon
Asia,2,2010-07-25 06:46:56 -0400,2010-07-25 06:46:56 -0400,29.84064,89.29688
Republic of South Africa,11,2010-07-25 06:46:56 -0400,2011-05-18 09:41:50 -0400,-29.0,24.0
United States,11,2010-07-25 06:46:56 -0400,2010-08-18 17:36:31 -0400,39.76,-98.5
Republic of Kenya,10,2010-07-25 06:46:56 -0400,2011-08-25 11:49:30 -0400,1.0,38.0
Republic of Zimbabwe,1,2010-07-25 06:46:56 -0400,2010-07-25 06:46:56 -0400,-19.0,29.75
Agra,1,2010-07-25 06:46:56 -0400,2010-07-25 06:46:56 -0400,45.96671,8.91223
Mahdia,37,2010-07-25 06:46:56 -0400,2011-05-18 09:41:50 -0400,35.50472,11.06222
Moorbad Gmös,5,2010-07-25 06:46:56 -0400,2010-07-25 06:46:56 -0400,47.96845,13.84981
Doubletree Hotel Washington D.C,1,2010-07-25 06:46:56 -0400,2010-07-25 06:46:56 -0400,38.90772,-77.03549
Middle East,1,2010-07-30 10:59:11 -0400,2010-07-30 10:59:11 -0400,33.13906,35.85869
Republic of Uganda,2,2010-07-30 10:59:11 -0400,2010-07-30 10:59:11 -0400,1.25,32.5
Federal Democratic Republic of Ethiopia,17,2010-07-30 10:59:11 -0400,2011-05-18 09:41:50 -0400,9.0,39.5
Republic of Yemen,1,2010-07-30 10:59:11 -0400,2010-07-30 10:59:11 -0400,15.5,47.5
Islamic Republic of Iran,1,2010-07-30 10:59:11 -0400,2010-07-30 10:59:11 -0400,32.0,53.0
Gulf of Mexico,2,2010-07-30 10:59:11 -0400,2010-09-13 14:36:26 -0400,29.1869,-89.93674
Europe,2,2010-08-18 17:36:31 -0400,2011-05-18 09:41:50 -0400,48.69096,9.14062
Republic of Paraguay,16,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,-23.33333,-58.0
People’s Republic of China,5,2010-08-18 17:36:31 -0400,2011-05-18 09:41:50 -0400,35.0,105.0
Federative Republic of Brazil,3,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,-10.0,-55.0
Argentine Republic,3,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,-34.0,-64.0
Bolivarian Republic of Venezuela,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,8.0,-66.0
Plurinational State of Bolivia,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,-17.0,-65.0
Mexico,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,23.0,-102.0
