organizations,count,first_date,last_date,lat,lon
Orange Planet,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Tratam,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Estados Unidos,2,2010-07-02 06:25:16 -0400,2010-06-13 20:08:51 -0400,,
Army,2,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
El Loco Bielsa,1,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Black Stars of Ghana,2,2010-07-02 08:55:48 -0400,2010-07-02 08:55:48 -0400,,
Black Stars,10,2010-07-02 08:55:48 -0400,2010-07-06 06:41:37 -0400,,
Facebook,5,2010-07-04 08:58:30 -0400,2010-06-29 07:29:06 -0400,,
Singtel,2,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Irrawaddy Media,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
MRTV,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Eleven Media,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
New York Times,2,2010-07-05 06:05:43 -0400,2010-06-30 08:30:28 -0400,,
Chinese Football Association,2,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Real Madrid,2,2010-07-05 06:05:43 -0400,2010-06-29 07:29:06 -0400,,
Sport Bureau
The Football Association,1,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Sport Bureau,1,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Association,1,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
FIFA,71,2010-07-06 06:41:37 -0400,2010-06-30 08:30:28 -0400,,
Ghana Black Stars,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
NDC,2,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Black Stars Bow,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Football Association,2,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
FIFA World Cup,2,2010-07-10 13:34:25 -0400,2010-06-22 09:15:24 -0400,,
Big Brother Maroc,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Squadra Azzura,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Disciplinary Committee,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
FIFA Disciplinary Committee,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Football Association of Serbia,2,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
UEFA,3,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Football Association of Portugal,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Deutsche Welle,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Rede Globo,6,2010-07-12 11:59:45 -0400,2010-06-23 06:58:12 -0400,,
