people,count,first_date,last_date,lat,lon
Daum,3,2012-11-19 15:44:35 -0500,2013-11-25 18:39:31 -0500,,
Roh,2,2012-11-19 15:44:35 -0500,2012-11-19 15:44:35 -0500,,
Kim Yeo-jin,6,2013-01-13 23:39:29 -0500,2013-01-13 23:39:29 -0500,,
Moon Jae-in,4,2013-01-13 23:39:29 -0500,2013-01-13 23:39:29 -0500,,
MichaelPeach,1,2013-01-13 23:39:29 -0500,2013-01-13 23:39:29 -0500,,
Pyo Chang-won,13,2013-02-01 00:58:18 -0500,2013-07-05 17:09:55 -0400,,
Isaac Mao,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
Media Mongu,3,2013-07-05 17:09:55 -0400,2013-09-24 03:32:11 -0400,,
Won Sei-hoon,1,2013-07-05 17:09:55 -0400,2013-07-05 17:09:55 -0400,,
Impeter,1,2013-07-05 17:09:55 -0400,2013-07-05 17:09:55 -0400,,
Saenuri,5,2013-07-05 17:09:55 -0400,2014-01-20 13:45:53 -0500,,
Kwon Eun-hee,4,2013-08-23 13:16:12 -0400,2013-08-23 13:16:12 -0400,,
Kim Yong-pan,1,2013-08-23 13:16:12 -0400,2013-08-23 13:16:12 -0400,,
Yeonpyeong,1,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Park Jong-Chul,6,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Lee Myung-bak,1,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Lee Seok-ki,2,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Zaro,7,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Daum Agora,4,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Lee Ho-chul,2,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Newstapa,4,2013-12-08 21:41:06 -0500,2014-01-02 18:19:55 -0500,,
Nate,1,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Ju Hyun-woo,4,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Milryang,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Shin Eun-je,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Gong Ji-young,2,2013-12-20 07:01:15 -0500,2013-09-24 03:32:11 -0400,,
KOCA,1,2013-12-28 13:46:55 -0500,2013-12-28 13:46:55 -0500,,
Cheonan,1,2013-09-11 17:11:52 -0400,2013-09-11 17:11:52 -0400,,
Nun Juliana,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Park,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Kim Hyung-tae,1,2013-09-24 03:32:11 -0400,2013-09-24 03:32:11 -0400,,
Chun Doo-hwan,2,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Kim Eung-gyo,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Jeong Kwan-yong,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Kim Hyun-jeong,2,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Yoo Chang-seon,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Joonang,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Pyo Chang-won,1,2014-01-02 18:19:55 -0500,2014-01-02 18:19:55 -0500,,
Kopachris,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Kyohak,3,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Shinzo Abe,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Chung,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Sohn Suk-hee,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
Jeon,1,2014-01-20 13:45:53 -0500,2014-01-20 13:45:53 -0500,,
