people,count,first_date,last_date,lat,lon
Altaf Bhai,1,2013-05-08 18:48:01 -0400,2013-05-08 18:48:01 -0400,,
Hassan Belal Zaidi,2,2013-05-08 18:48:01 -0400,2013-05-08 18:48:01 -0400,,
Sabir Nazar,1,2013-05-09 12:32:48 -0400,2013-05-09 12:32:48 -0400,,
Faisal Kapadia,1,2013-05-09 12:32:48 -0400,2013-05-09 12:32:48 -0400,,
Sidra Rizvi,1,2013-05-09 12:32:48 -0400,2013-05-09 12:32:48 -0400,,
Farheen Rizvi,1,2013-05-09 12:32:48 -0400,2013-05-09 12:32:48 -0400,,
Qurratulain Zaman,1,2013-05-09 12:32:48 -0400,2013-05-09 12:32:48 -0400,,
Nawaz Sharif,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
jamal Dawood,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Jemima Khan,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Faisal Sherjan,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Rana Zahid,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Fahd Husain,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Faizan Lakhani,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Yasmeen Ali,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Najam Sethi,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Omar Quraishi,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
Syed Yasir Kazmi,1,2013-05-12 16:21:50 -0400,2013-05-12 16:21:50 -0400,,
