people,count,first_date,last_date,lat,lon
Babbage,4,2010-07-13 19:21:37 -0400,2010-09-14 00:04:05 -0400,,
FERNANDO LUGO,5,2010-07-13 19:21:37 -0400,2010-07-13 19:21:37 -0400,,
Alfredo Jaeggli,2,2010-07-13 19:21:37 -0400,2010-07-13 19:21:37 -0400,,
Andres Colman,1,2010-07-13 19:21:37 -0400,2010-07-13 19:21:37 -0400,,
Mr Lugo,1,2010-07-13 19:21:37 -0400,2010-07-13 19:21:37 -0400,,
Chung Yong-Jin,3,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,,
Rosnet,1,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,,
Tulksiye Priyanki,1,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,,
Tulksiye Prinanki,1,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,,
Dilma Rousseff-President,19,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Peter Roussev,3,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Lenin,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Luben,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Tsanka Kamenova,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Nadezhda Hristova,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Eli,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Razmishlyotini,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Mireya Moskoso,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Violeta Chamorro,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Michelle Bachelet,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Cristina Fernandez,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Vessela,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Sarkozy,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Gabrovo,5,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Darik,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Krassimira Cholakova,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Stefan Roussev,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Rousschushky,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Tsana Kornazheva,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Doskov,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Pedro Rousseff,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Tsonyu Michkovets,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Nikola Rasheev,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Peter Peshev,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Gergana Vlaykova,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Vesela Georgieva,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,,
Ppyororong,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Nate,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Ebizstory,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Donghoda,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Neokin,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Neoskin,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
MyungSeop,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Gretel,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
Naver Webtoon,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,,
