people,count,first_date,last_date,lat,lon
Mohammad Al-Qahtani,27,2012-11-10 11:50:37 -0500,2013-06-04 16:51:30 -0400,,
Abdullah Al-Hamid,36,2012-11-10 11:50:37 -0500,2013-01-13 05:31:53 -0500,,
Abdulaziz,1,2012-11-10 11:50:37 -0500,2012-11-10 11:50:37 -0500,,
Al Jazeera,5,2012-11-24 11:51:18 -0500,2012-12-08 21:24:16 -0500,,
Mohammed al-Abdulkareem,1,2012-11-24 11:51:18 -0500,2012-11-24 11:51:18 -0500,,
Muhammad ibn al Uthaymeen,2,2012-12-01 12:18:56 -0500,2012-12-01 12:18:56 -0500,,
Sultan al-Fifi,1,2012-12-01 12:18:56 -0500,2012-12-01 12:18:56 -0500,,
Iman al-Qahtani,2,2012-12-08 21:24:16 -0500,2012-12-08 21:24:16 -0500,,
al-Mudimig,1,2012-12-15 13:40:49 -0500,2012-12-15 13:40:49 -0500,,
Hamad al-Omar,3,2012-12-15 13:40:49 -0500,2012-12-29 12:56:02 -0500,,
Bashar,2,2012-12-15 13:40:49 -0500,2012-12-15 13:40:49 -0500,,
al-Assad,2,2012-12-15 13:40:49 -0500,2012-12-15 13:40:49 -0500,,
Talal bin Abdulaziz,1,2012-12-29 12:56:02 -0500,2012-12-29 12:56:02 -0500,,
Mohammad al-Qahtani,21,2012-09-01 12:18:32 -0400,2013-04-24 16:35:42 -0400,,
Abdullah al-Hamid,23,2012-09-01 12:18:32 -0400,2013-04-24 16:35:42 -0400,,
Abdullah al-Hamad,1,2012-09-01 12:18:32 -0400,2012-09-01 12:18:32 -0400,,
Nawaf al-Qudaimi,1,2012-09-01 12:18:32 -0400,2012-09-01 12:18:32 -0400,,
Fouad al-Fahran,1,2012-09-01 12:18:32 -0400,2012-09-01 12:18:32 -0400,,
Maha al-Qahtani,1,2012-09-08 08:22:18 -0400,2012-09-08 08:22:18 -0400,,
Abdulaziz al-Hussan,1,2012-09-08 08:22:18 -0400,2012-09-08 08:22:18 -0400,,
Fowzan al-Harbi,3,2012-09-08 08:22:18 -0400,2013-06-04 16:51:30 -0400,,
Sultan al-Ajmi,1,2012-09-08 08:22:18 -0400,2012-09-08 08:22:18 -0400,,
Mohammad al-Bajady,2,2012-10-06 11:02:22 -0400,2012-10-06 11:02:22 -0400,,
Abdulkareem,1,2013-02-20 12:42:46 -0500,2013-02-20 12:42:46 -0500,,
Umar Al-Saeed,14,2013-07-19 09:44:12 -0400,2013-08-19 14:48:52 -0400,,
Abdulkareem al-Khadar,1,2013-07-19 09:44:12 -0400,2013-07-19 09:44:12 -0400,,
Mohammed al-Bjadi,2,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,,
Medad al-Bjadi,2,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,,
Mohamad al-Bjadi,1,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,,
Abdullah al-Saidi,1,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,,
Mohammad al-Bjadi,1,2013-08-06 08:50:23 -0400,2013-08-06 08:50:23 -0400,,
Adala,5,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Zaid al-Hussain,1,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Taha Al-Hajji,2,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Ahmed Al Omran,1,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Islamic Sharia,1,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Madawi Al Rasheed,1,2013-08-10 05:50:05 -0400,2013-08-10 05:50:05 -0400,,
Eisa Al-Matroudi,1,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Abdullah Al-Saeed,7,2013-08-19 14:48:52 -0400,2013-04-25 19:24:20 -0400,,
Eisa Al-Hamed,1,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Mohammad Al-Rabiah,1,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Muhammad Al-Ahmad,1,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Bayan Al-Bjadi,2,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Jinan Al-Ghaith,1,2013-08-19 14:48:52 -0400,2013-08-19 14:48:52 -0400,,
Mohammad Al-Bjadi,3,2013-08-19 14:48:52 -0400,2013-06-04 16:51:30 -0400,,
Mohammad bin Nayef,1,2013-03-09 10:51:32 -0500,2013-03-09 10:51:32 -0500,,
Waleed Abualkhair,2,2013-03-09 10:51:32 -0500,2013-05-02 14:38:35 -0400,,
Mohammad al-Abdualkreem,1,2013-03-09 10:51:32 -0500,2013-03-09 10:51:32 -0500,,
Mishari AlGhamdi,1,2013-03-09 10:51:32 -0500,2013-03-09 10:51:32 -0500,,
Abdualkareem al-Khudar,2,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Abdulaziz Shubaily,1,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Ali al-Omar,1,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Ibrahnim al-Hussni,1,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Ibrahim al-Hussni,1,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Bandar Shammari,1,2013-04-24 16:35:42 -0400,2013-04-24 16:35:42 -0400,,
Qassim,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Omar Al-Saeed,4,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Ahmad Al-Thekri,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Bader Al-Harbi,2,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Saudis,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Abdullah Al-Mogbel,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Turki,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Mohammad bin Naif,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Abdullah Al-Hamed,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Sulaiman Al-Rushoodi,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Saleh Al-Ashwan,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Abdulkarim Al-Khader,1,2013-04-25 19:24:20 -0400,2013-04-25 19:24:20 -0400,,
Umar Al-Saeed Detained 

Al Saeed,7,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Badar Ammash al-Harbi,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Abdullah Al-Atawi,3,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Mohammed Abdullah Al-Otaibi,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Mohammad Abdullah Al-Otaibi,2,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Mohammad Ayed Al-Otibi,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Abdullah Al-Harbi,2,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Arab,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Philip Luther,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Eisa Al-Nekhaifi,3,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Omar Al-Husain,1,2013-05-02 14:38:35 -0400,2013-05-02 14:38:35 -0400,,
Abdulkareem al-Khudar,4,2013-05-04 16:46:10 -0400,2013-05-04 16:46:10 -0400,,
Mohammed Al-Bjadi,10,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Mansour Al-Turki,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Fahad al-Shammari,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Majid al-Qahtani,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Abu Misfer,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Abdullah al-Qassimi,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Adolf Hitler,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Abu Bilal,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Mohammad al-Bajadi,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Abu Turki,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Abu Abdullah,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Allah,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Sayyed Aqeel Al-Shakhouri,2,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
Sayyed Aqeel Al-Shakouri,1,2013-06-04 16:51:30 -0400,2013-06-04 16:51:30 -0400,,
al-Khadar,1,2013-06-24 10:29:40 -0400,2013-06-24 10:29:40 -0400,,
Ibrahim al-Husni,1,2013-06-24 10:29:40 -0400,2013-06-24 10:29:40 -0400,,
Abdualziz,1,2013-06-24 10:29:40 -0400,2013-06-24 10:29:40 -0400,,
