places,count,first_date,last_date,lat,lon
Europe,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,48.69096,9.14062
Republic of Liberia,18,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,6.5,-9.5
United States,2,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,39.76,-98.5
Monrovia,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,6.30054,-10.7969
Lofa County,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,7.91667,-10.0
Republic of Uzbekistan,5,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,41.66667,63.83333
Republic of Kazakhstan,1,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,48.0,68.0
Namangan,4,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,40.9983,71.67257
Central Asia,3,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,43.00465,71.71875
People’s Republic of China,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,35.0,105.0
Beijing,4,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,39.9075,116.39723
Henan Sheng,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,34.0,114.0
Xincai,3,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,19.76061,110.35794
Republic of Namibia,4,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-22.0,17.0
Republic of South Africa,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-29.0,24.0
Democratic Republic of the Congo,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-2.5,23.5
Togolese Republic,2,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,8.66667,1.08333
Republic of Sierra Leone,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,8.5,-11.5
Johannesburg,2,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-26.20227,28.04363
Windhoek,4,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-22.55941,17.08323
Bangui,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,4.36122,18.55496
Central Africa,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,-2.02107,24.69727
