places,count,first_date,last_date,lat,lon
Republic of Paraguay,5,2010-07-13 19:21:37 -0400,2010-09-14 00:04:05 -0400,-23.33333,-58.0
Republic of Korea,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,36.5,127.75
Cupertino,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,37.323,-122.03218
California,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,38.3004,-76.50745
Korea,1,2010-08-02 23:19:27 -0400,2010-08-02 23:19:27 -0400,37.94203,-83.47852
Russian Federation,6,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,60.0,100.0
People’s Republic of China,1,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,35.0,105.0
Komsomolsk-on-Amur,1,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,50.55034,137.00995
Tula,2,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,54.19609,37.61822
Khabarovsk,2,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,48.48272,135.08379
Respublika Ingushetiya,3,2010-08-25 23:39:11 -0400,2010-08-25 23:39:11 -0400,43.16667,45.0
Federative Republic of Brazil,14,2010-11-01 19:35:00 -0400,2010-09-14 00:04:05 -0400,-10.0,-55.0
Republic of Bulgaria,6,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,42.66667,25.25
Republic of France,2,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,46.0,2.0
Canada,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,60.10867,-113.64258
Republic of Panama,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,9.0,-80.0
Republic of Nicaragua,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,13.0,-85.0
Republic of Chile,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,-30.0,-71.0
Argentine Republic,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,-34.0,-64.0
United States,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,39.76,-98.5
Hungary,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,47.0,20.0
Sofia,1,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,42.69751,23.32415
Gabrovo,2,2010-11-01 19:35:00 -0400,2010-11-01 19:35:00 -0400,42.87472,25.33417
Kūriyā,10,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,24.46787,54.36885
Hansel Cemetery,1,2010-10-13 03:09:34 -0400,2010-10-13 03:09:34 -0400,42.70666,-91.24347
