organizations,count,first_date,last_date,lat,lon
Grand National Party,1,2012-11-19 15:44:35 -0500,2012-11-19 15:44:35 -0500,,
Saenuri Party,2,2012-11-19 15:44:35 -0500,2012-11-19 15:44:35 -0500,,
Saeunir Party,1,2012-11-19 15:44:35 -0500,2012-11-19 15:44:35 -0500,,
Naver,4,2012-11-19 15:44:35 -0500,2013-11-25 18:39:31 -0500,,
Korean National Intelligence Service,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
Korean National Police University,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
Crime and Society,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
National Intelligence Service,9,2013-02-01 00:58:18 -0500,2013-09-24 03:32:11 -0400,,
The National Intelligence Service,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
Korea National Police University,1,2013-02-01 00:58:18 -0500,2013-02-01 00:58:18 -0500,,
Intelligence Service,1,2013-07-05 17:09:55 -0400,2013-07-05 17:09:55 -0400,,
National Police university,1,2013-07-05 17:09:55 -0400,2013-07-05 17:09:55 -0400,,
NIS,1,2013-07-05 17:09:55 -0400,2013-07-05 17:09:55 -0400,,
ex-Seoul Police Agency,1,2013-08-23 13:16:12 -0400,2013-08-23 13:16:12 -0400,,
Seoul Police Agency,1,2013-08-23 13:16:12 -0400,2013-08-23 13:16:12 -0400,,
South Korean Communications Commission,1,2013-11-23 14:32:38 -0500,2013-11-23 14:32:38 -0500,,
Defense Ministry,6,2013-11-25 18:39:31 -0500,2013-11-27 19:32:03 -0500,,
Cyberwarfare Command,1,2013-11-25 18:39:31 -0500,2013-11-25 18:39:31 -0500,,
Catholic Priests' Association for Justice,2,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Catholic,2,2013-11-27 19:32:03 -0500,2013-09-24 03:32:11 -0400,,
Catholic Mass,1,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Protestant,1,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
CPAJ,1,2013-11-27 19:32:03 -0500,2013-11-27 19:32:03 -0500,,
Catholic Church,5,2013-11-27 19:32:03 -0500,2013-09-24 03:32:11 -0400,,
North Korea Intellectuals Solidarity,1,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
NewsTapa,1,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Korea Center for Investigative Journalism,2,2013-12-08 21:41:06 -0500,2014-01-02 18:19:55 -0500,,
Google,3,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Yahoo,1,2013-12-08 21:41:06 -0500,2013-12-08 21:41:06 -0500,,
Yale University,1,2013-12-13 10:10:51 -0500,2013-12-13 10:10:51 -0500,,
Korea University,4,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Seoul National University,2,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
Yonsei,1,2013-12-20 07:01:15 -0500,2013-12-20 07:01:15 -0500,,
