places,count,first_date,last_date,lat,lon
Islamic Republic of Pakistan,65,2010-07-30 14:00:20 -0400,2010-08-25 16:54:15 -0400,30.0,70.0
Sibi,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,29.5448,67.8764
Kohlu,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,29.89615,69.25199
Peshawar,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,34.008,71.57849
Islamabad,2,2010-08-03 00:44:07 -0400,2010-08-25 16:54:15 -0400,33.72148,73.04329
Balochistān,2,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,28.47849,65.64355
Kabul,1,2010-08-03 00:44:07 -0400,2010-08-03 00:44:07 -0400,34.52813,69.17233
Europe,4,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,48.69096,9.14062
United Kingdom of Great Britain and Northern Ireland,1,2010-08-05 15:46:01 -0400,2010-08-05 15:46:01 -0400,54.75844,-2.69531
Karachi,5,2010-08-05 15:46:01 -0400,2010-08-24 14:49:59 -0400,24.9056,67.0822
United States,1,2010-08-17 06:07:24 -0400,2010-08-17 06:07:24 -0400,39.76,-98.5
Gulberg,1,2010-08-17 06:07:24 -0400,2010-08-17 06:07:24 -0400,24.9421,67.0704
Sukkur,3,2010-08-24 14:49:59 -0400,2010-08-25 13:51:25 -0400,27.70516,68.85738
Thatta,2,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,24.74745,67.92353
Muzaffargarh,5,2010-08-24 14:49:59 -0400,2010-08-24 14:49:59 -0400,30.07537,71.19213
Shikārpur,1,2010-08-25 16:54:15 -0400,2010-08-25 16:54:15 -0400,27.95706,68.63789
Chārsadda,1,2010-08-26 11:55:49 -0400,2010-08-26 11:55:49 -0400,34.14345,71.73173
Kuhsān,1,2010-08-26 12:12:20 -0400,2010-08-26 12:12:20 -0400,34.65389,61.19778
Punjab,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,30.86017,72.31976
Multān,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,30.19556,71.47528
Nishtar Colony,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,34.01318,71.5891
Rājanpur,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,29.10351,70.32504
Muzaffargarh Canal,1,2010-08-27 14:05:13 -0400,2010-08-27 14:05:13 -0400,29.72301,70.88079
Makli,1,2010-08-29 15:42:44 -0400,2010-08-29 15:42:44 -0400,24.74429,67.89028
Sindh,1,2010-09-01 11:29:35 -0400,2010-09-01 11:29:35 -0400,26.13456,68.7696
