places,count,first_date,last_date,lat,lon
Republic of India,24,2013-07-18 00:41:07 -0400,2013-07-29 23:49:28 -0400,22.0,79.0
United States,17,2013-07-18 00:41:07 -0400,2014-02-26 03:58:20 -0500,39.76,-98.5
Madhubani,1,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,26.35367,86.07169
Dhule,1,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,20.90251,74.77735
Mumbai,4,2013-07-18 00:41:07 -0400,2013-07-29 23:49:28 -0400,19.07283,72.88261
Delhi,2,2013-07-18 00:41:07 -0400,2014-02-18 15:16:22 -0500,28.65381,77.22897
State of Bihār,4,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,25.75,85.75
Chhapra,1,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,25.781,84.73089
State of Mahārāshtra,1,2013-07-18 00:41:07 -0400,2013-07-18 00:41:07 -0400,19.5,75.0
Republic of Colombia,2,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,4.0,-73.25
Bogotá,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,4.60971,-74.08175
Weimar,1,2013-03-08 07:36:29 -0500,2013-03-08 07:36:29 -0500,50.9803,11.32903
People’s Republic of China,30,2013-03-12 03:02:46 -0400,2014-02-26 03:58:20 -0500,35.0,105.0
Shanghai,6,2013-03-12 03:02:46 -0400,2013-05-21 21:15:32 -0400,31.22222,121.45806
Jiaxing,4,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,30.7522,120.75
Zhejiang Sheng,2,2013-03-12 03:02:46 -0400,2013-06-24 22:49:36 -0400,29.0,120.0
Huangpu Qu,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,31.224,121.47923
Lianghui,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,29.63526,107.10048
Yangtze River,1,2013-03-12 03:02:46 -0400,2013-03-12 03:02:46 -0400,31.78667,121.14139
Republic of Korea,2,2013-03-16 02:32:15 -0400,2014-03-04 03:56:49 -0500,36.5,127.75
Japan,52,2013-03-16 02:32:15 -0400,2013-05-28 08:05:54 -0400,35.68536,139.75309
Commonwealth of Australia,3,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,-25.0,135.0
Ishinomaki,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,38.41667,141.3
Miyagi,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,38.44938,140.92624
Tōhoku Chihō,1,2013-03-16 02:32:15 -0400,2013-03-16 02:32:15 -0400,39.0,141.0
Kingdom of Bhutan,15,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,27.5,90.5
Republic of Singapore,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,1.36667,103.8
Bafra,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,41.56778,35.90694
State of Sikkim,2,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,27.75,88.5
Calcutta,1,2013-04-07 19:19:48 -0400,2013-04-07 19:19:48 -0400,40.6734,-80.57646
Taiwan,7,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,24.0,121.0
Republic of Madagascar,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,-20.0,47.0
Republic of the Philippines,2,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,13.0,122.0
Luzon,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,16.0,121.0
Korea,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,37.94203,-83.47852
Taiwan Taoyuan International Airport,1,2013-04-18 23:50:52 -0400,2013-04-18 23:50:52 -0400,25.07773,121.23282
Arab Republic of Egypt,1,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,27.0,30.0
Gaza,4,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,31.5,34.46667
Kentucky,3,2013-05-18 18:15:33 -0400,2013-05-18 18:15:33 -0400,38.20042,-84.87762
Beijing,2,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,39.9075,116.39723
Hunan Sheng,8,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,28.0,112.0
Jiangsu Sheng,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,33.0,120.0
Hubei Sheng,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,31.0,112.0
Jiangxi Sheng,1,2013-05-21 21:15:32 -0400,2013-05-21 21:15:32 -0400,28.0,116.0
