people,count,first_date,last_date,lat,lon
Blackshama,1,2010-07-22 00:25:07 -0400,2010-07-22 00:25:07 -0400,,
Pinoy Buzz III,2,2010-07-22 00:25:07 -0400,2010-07-22 00:25:07 -0400,,
Ramos,1,2010-07-22 00:25:07 -0400,2010-07-22 00:25:07 -0400,,
Chan Joon Yee,1,2010-08-08 06:40:34 -0400,2010-08-08 06:40:34 -0400,,
God,1,2010-08-08 06:40:34 -0400,2010-08-08 06:40:34 -0400,,
Chen Jinwen,1,2010-08-08 06:40:34 -0400,2010-08-08 06:40:34 -0400,,
Siew Kum Hong,1,2010-08-08 06:40:34 -0400,2010-08-08 06:40:34 -0400,,
Srinivasan Sampathkumar,1,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Chitra,3,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Khalijia III,1,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Neeta Jadhav,1,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Debolina Raja Gupta,1,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Debajyoti Dutta-Roy,1,2010-08-12 14:44:26 -0400,2010-08-12 14:44:26 -0400,,
Principe,2,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Ricardo Bianchi,1,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Humbah Aguiar,2,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Ayres de Menezes,1,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Arlindo Carvalho,1,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
José Luis,1,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Janet Gunter,1,2010-08-20 19:57:15 -0400,2010-08-20 19:57:15 -0400,,
Jemila Wunpini Abdulai,2,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Emmanuel K. Bensah,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Gameli Adzaho,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Nana Yaw Sarpong,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Kajsa Hallberg Adu,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Samuel Taylor Coleridge,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Abena Serwaa,3,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Maya Mame,3,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Kwabena,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Voltic,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Obama,1,2010-03-24 13:00:11 -0400,2010-03-24 13:00:11 -0400,,
Angélica Pereyra,1,2010-04-20 08:13:54 -0400,2010-04-20 08:13:54 -0400,,
Khaled A.,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Tamimi,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Akik,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Ebrahim H.,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Abdulelah Al-Sabban,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Rami Taibah,1,2010-05-03 13:03:47 -0400,2010-05-03 13:03:47 -0400,,
Mundau,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
Teresa Aragão,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
Palmares,1,2010-06-24 18:50:47 -0400,2010-06-24 18:50:47 -0400,,
