cities,count,first_date,last_date,lat,lon
Phnom Penh,1,2014-02-09 05:48:41 -0500,2014-02-09 05:48:41 -0500,11.56245,104.91601
Tokyo,1,2014-04-09 10:26:36 -0400,2014-04-09 10:26:36 -0400,35.6895,139.69171
Mexico City,1,2014-04-11 13:00:17 -0400,2014-04-11 13:00:17 -0400,19.42847,-99.12766
Dhaka,1,2014-04-18 06:31:25 -0400,2014-04-18 06:31:25 -0400,23.7104,90.40744
Lima,1,2014-04-23 09:35:14 -0400,2014-04-23 09:35:14 -0400,-12.04318,-77.02824
Antananarivo,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,-18.91368,47.53613
Toamasina,1,2014-04-27 17:37:21 -0400,2014-04-27 17:37:21 -0400,-18.1492,49.40234
New York City,1,2014-04-30 09:08:21 -0400,2014-04-30 09:08:21 -0400,40.71427,-74.00597
Santurce,1,2014-05-05 08:57:58 -0400,2014-05-05 08:57:58 -0400,-30.18985,-61.18135
Maputo,1,2014-05-12 11:25:46 -0400,2014-05-12 11:25:46 -0400,-25.96553,32.58322
