places,count,first_date,last_date,lat,lon
Republic of Haiti,294,2010-01-13 11:19:07 -0500,2010-01-20 17:21:47 -0500,19.0,-72.41667
Port-au-Prince,119,2010-01-13 11:19:07 -0500,2010-01-20 17:01:03 -0500,18.53917,-72.335
Montana,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,47.00025,-109.75102
New York,5,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,43.00035,-75.4999
Florida,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,28.75054,-82.5001
New Jersey,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,40.16706,-74.49987
Conn,1,2010-01-13 11:19:07 -0500,2010-01-13 11:19:07 -0500,32.59043,-93.77185
Dominican Republic,29,2010-01-13 16:24:56 -0500,2010-01-20 17:21:47 -0500,19.0,-70.66667
United States,39,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,39.76,-98.5
Republic of France,4,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,46.0,2.0
Port,12,2010-01-13 16:24:56 -0500,2010-01-20 11:09:54 -0500,47.11411,7.25891
Jimaní,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,18.49169,-71.85022
Washington,4,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,47.50012,-120.50147
Nantes,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,47.21725,-1.55336
Verón,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,18.6,-68.41667
Wahoo Bay Public Use Area,1,2010-01-13 16:24:56 -0500,2010-01-13 16:24:56 -0500,35.87871,-95.27218
Puerto Rico,7,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,18.24829,-66.49989
Caribbean Key,5,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,26.40008,-80.07226
Mahdia,1,2010-01-14 07:47:15 -0500,2010-01-14 07:47:15 -0500,35.50472,11.06222
Jacmel,36,2010-01-14 07:51:59 -0500,2010-01-20 11:09:54 -0500,18.23417,-72.53472
Ti Delmas,2,2010-01-14 07:51:59 -0500,2010-01-28 10:45:40 -0500,18.28333,-73.66667
Pétionville,7,2010-01-14 07:37:40 -0500,2010-01-20 11:09:54 -0500,18.5125,-72.28528
Jamaica,2,2010-01-14 12:12:09 -0500,2010-01-20 17:01:03 -0500,18.16667,-77.25
Barbados,3,2010-01-14 12:12:09 -0500,2010-01-20 17:01:03 -0500,13.16667,-59.53333
Co-operative Republic of Guyana,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,5.0,-59.0
Republic of Trinidad and Tobago,5,2010-01-14 12:12:09 -0500,2010-01-20 17:01:03 -0500,11.0,-61.0
Commonwealth of The Bahamas,4,2010-01-14 12:12:09 -0500,2010-01-20 17:01:03 -0500,25.04082,-77.37122
Montserrat,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,16.75,-62.2
Kingston,1,2010-01-14 12:12:09 -0500,2010-01-14 12:12:09 -0500,17.99702,-76.79358
Caribbean,8,2010-01-14 12:12:09 -0500,2010-01-20 17:01:03 -0500,23.1168,-82.38859
Republic of Armenia,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,40.25,45.0
Russian Federation,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,60.0,100.0
Spitak,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,40.8322,44.2673
Washington D. C.,1,2010-01-14 19:22:52 -0500,2010-01-14 19:22:52 -0500,38.89511,-77.03637
Longitude Island,1,2010-01-15 05:24:48 -0500,2010-01-15 05:24:48 -0500,-16.05832,123.4018
Jérémie,1,2010-01-15 17:34:37 -0500,2010-01-15 17:34:37 -0500,18.65,-74.11667
Canada,2,2010-01-16 14:46:44 -0500,2010-01-16 14:46:44 -0500,60.10867,-113.64258
Republic of Austria,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,47.33333,13.33333
Republic of Colombia,1,2010-01-16 16:35:13 -0500,2010-01-16 16:35:13 -0500,4.0,-73.25
Republic of El Salvador,2,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,13.83333,-88.91667
Republic of Honduras,4,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,15.0,-86.5
Republic of Nicaragua,4,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,13.0,-85.0
Somalia,2,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,6.0,48.0
Republic of the Sudan,2,2010-01-17 00:35:14 -0500,2010-01-17 00:35:14 -0500,16.0,30.0
Republic of Peru,1,2010-01-17 16:23:59 -0500,2010-01-17 16:23:59 -0500,-10.0,-75.25
Léogâne,9,2010-01-17 16:23:59 -0500,2010-01-19 20:31:33 -0500,18.50959,-72.63147
United Kingdom of Great Britain and Northern Ireland,1,2010-01-17 13:46:59 -0500,2010-01-17 13:46:59 -0500,54.75844,-2.69531
Les Cayes,1,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,18.2,-73.75
San Juan,1,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,-31.5375,-68.53639
Lougou,1,2010-01-17 17:42:01 -0500,2010-01-17 17:42:01 -0500,10.71667,-5.38333
Federative Republic of Brazil,9,2010-01-18 16:36:10 -0500,2010-01-23 01:27:11 -0500,-10.0,-55.0
