places,count,first_date,last_date,lat,lon
Khmel’nyts’ka Oblast’,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,49.5,27.0
Donetsk,1,2014-02-20 00:28:47 -0500,2014-02-20 00:28:47 -0500,48.023,37.80224
Federal Republic of Germany,1,2014-02-22 08:03:21 -0500,2014-02-22 08:03:21 -0500,51.5,10.5
Kremenets,1,2014-02-22 08:03:21 -0500,2014-02-22 08:03:21 -0500,59.50862,147.38141
Pennsylvania,1,2014-02-21 23:22:15 -0500,2014-02-21 23:22:15 -0500,40.27245,-76.90567
United Arab Emirates,1,2014-02-22 15:50:13 -0500,2014-02-22 15:50:13 -0500,23.75,54.5
Kharkiv,6,2014-02-22 15:50:13 -0500,2014-02-22 15:50:13 -0500,49.98081,36.25272
Earth,1,2014-02-25 20:30:17 -0500,2014-02-25 20:30:17 -0500,0.0,0.0
Tunisian Republic,2,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,34.0,9.0
Republic of Iraq,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,33.0,44.0
Lebanon,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,33.83333,35.83333
Chechenskaya Respublika,10,2014-02-27 03:26:02 -0500,2014-02-27 03:26:02 -0500,43.25,45.83333
Autonomous Republic of Crimea,62,2014-02-27 03:26:02 -0500,2014-03-05 00:22:32 -0500,45.0,34.0
Georgia,1,2014-02-27 03:26:02 -0500,2014-02-27 03:26:02 -0500,32.75042,-83.50018
Abkhazia,3,2014-02-27 03:26:02 -0500,2014-03-18 14:36:35 -0400,43.0005,41.00501
Dnieper,1,2014-03-01 19:29:55 -0500,2014-03-01 19:29:55 -0500,46.4975,32.30861
Republic of Moldova,1,2014-03-01 04:09:58 -0500,2014-03-01 04:09:58 -0500,47.25,28.58333
North Caucasus,2,2014-02-28 22:38:13 -0500,2014-02-28 22:38:13 -0500,42.94838,44.06616
Middle East,2,2014-03-01 17:09:40 -0500,2014-03-11 01:55:58 -0400,33.13906,35.85869
State of Israel,2,2014-03-01 17:09:40 -0500,2014-03-01 17:09:40 -0500,31.5,34.75
Dagestan,2,2014-03-01 17:09:40 -0500,2014-03-16 13:36:23 -0400,43.0,47.0
North Ossetia,1,2014-03-01 17:09:40 -0500,2014-03-01 17:09:40 -0500,43.0,44.25
Korobkov,1,2014-03-01 17:09:40 -0500,2014-03-01 17:09:40 -0500,50.93333,44.25
Pushkin,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,59.71417,30.39642
Sevastopol,4,2014-03-05 00:22:32 -0500,2014-03-05 00:22:32 -0500,44.58883,33.5224
Kichine-Burkut,1,2014-03-05 00:22:32 -0500,2014-03-05 00:22:32 -0500,42.30189,79.05686
Amsterdam,4,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,52.37403,4.88969
Anapa,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,44.89084,37.3239
Crimea,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,31.9771,-91.3365
Santa,1,2014-03-07 17:05:48 -0500,2014-03-07 17:05:48 -0500,17.486,120.4348
Black Sea Lowland,3,2014-03-07 17:05:48 -0500,2014-03-07 17:05:48 -0500,47.0,33.0
Yaroslavl,1,2014-03-11 13:18:13 -0400,2014-03-11 13:18:13 -0400,57.62987,39.87368
Syrian Arab Republic,1,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,35.0,38.0
Rostov,2,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,57.1914,39.41394
Black Sea,5,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,43.0,35.0
Eastern Europe,1,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,51.72703,28.38867
Perm,3,2014-03-11 18:10:57 -0400,2014-03-11 18:10:57 -0400,58.01046,56.25017
Crimean Peninsula,1,2014-03-11 18:10:57 -0400,2014-03-11 18:10:57 -0400,45.0,34.0
Simferopol,1,2014-03-14 22:06:07 -0400,2014-03-14 22:06:07 -0400,44.95719,34.11079
Feodosiya,1,2014-03-14 22:06:07 -0400,2014-03-14 22:06:07 -0400,45.03677,35.37789
People’s Republic of China,1,2014-03-16 13:36:23 -0400,2014-03-16 13:36:23 -0400,35.0,105.0
Groznyy,1,2014-03-16 13:36:23 -0400,2014-03-16 13:36:23 -0400,43.31195,45.68895
South Ossetia [provisional],1,2014-03-18 14:36:35 -0400,2014-03-18 14:36:35 -0400,42.33333,44.0
Transnistria,1,2014-03-18 14:36:35 -0400,2014-03-18 14:36:35 -0400,47.33333,29.25
Japan,1,2014-03-21 22:15:57 -0400,2014-03-21 22:15:57 -0400,35.68536,139.75309
