organizations,count,first_date,last_date,lat,lon
Google,80,2006-06-10 09:54:02 -0400,2006-01-25 06:54:55 -0500,,
However Reuters,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Foreign Ministry of China Liu Jianchao,1,2006-06-10 09:54:02 -0400,2006-06-10 09:54:02 -0400,,
Wikipedia,1,2006-01-25 06:54:55 -0500,2006-01-25 06:54:55 -0500,,
Google Fans,1,2006-01-25 06:54:55 -0500,2006-01-25 06:54:55 -0500,,
Ministry of Information Industry,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
Ministry of Public Security,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
State Council Information Office of the People's Republic of China

Very,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
CCTV,7,2009-06-19 01:22:59 -0400,2010-03-23 11:26:10 -0400,,
CIIRC,1,2009-06-19 01:22:59 -0400,2009-06-19 01:22:59 -0400,,
Grass Mud Horse,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
Google China,1,2010-03-23 10:45:16 -0400,2010-03-23 10:45:16 -0400,,
Xinhua,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
China Great Fire Wall,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
Google Headquarter,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
Google China Headquarter,1,2010-03-23 11:26:10 -0400,2010-03-23 11:26:10 -0400,,
