people,count,first_date,last_date,lat,lon
Alexey Navalny,203,2013-07-19 02:51:47 -0400,2013-08-27 12:35:14 -0400,,
Yulia,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Vladimir Putin,5,2013-07-19 02:51:47 -0400,2013-08-27 12:35:14 -0400,,
Pyotr Ofitserov,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Sergei Sobyanin,2,2013-07-19 02:51:47 -0400,2013-08-27 12:35:14 -0400,,
Dmitry Kolezev,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Artemy Lebedev,4,2013-07-19 02:51:47 -0400,2013-07-21 18:01:09 -0400,,
Khodorkovsky,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Magnitsky,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Sergei Udaltsov,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Ilya Varlamov,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Mitya Aleshkovsky,3,2013-07-19 02:51:47 -0400,2013-08-13 01:24:45 -0400,,
Ilya Azar,2,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Alena Popova,2,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Kirill Goncharov,1,2013-07-19 02:51:47 -0400,2013-07-19 02:51:47 -0400,,
Kirill Rogov,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Julia Ioffe,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Sergey Sobyanin,26,2013-07-21 18:01:09 -0400,2013-08-13 01:24:45 -0400,,
Artem Semin,2,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Ivan Ivanov,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Dmitri Zykov,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
RosPil,4,2013-07-21 18:01:09 -0400,2013-08-27 12:35:14 -0400,,
Mikhail Antonovich,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Yuri Yakor,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Elena Sola,2,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Aleksandr Mikhailov,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Dmitri Salov,1,2013-07-21 18:01:09 -0400,2013-07-21 18:01:09 -0400,,
Leonid Volkov,25,2013-07-21 18:01:09 -0400,2013-08-13 01:24:45 -0400,,
Evgeny Roizman,58,2013-07-26 00:50:32 -0400,2013-08-30 19:29:51 -0400,,
Mikhail Prokhorov,3,2013-07-26 00:50:32 -0400,2013-07-26 00:50:32 -0400,,
Aksana Panova,11,2013-07-26 00:50:32 -0400,2013-08-30 19:29:51 -0400,,
Zhenya,1,2013-07-26 00:50:32 -0400,2013-07-26 00:50:32 -0400,,
Zhenechka,1,2013-07-26 00:50:32 -0400,2013-07-26 00:50:32 -0400,,
Yevgeny] Kuivashev,2,2013-07-26 00:50:32 -0400,2013-07-26 00:50:32 -0400,,
Vladimir Milov,14,2013-07-26 00:50:32 -0400,2013-08-22 16:47:09 -0400,,
Navalny,3,2013-07-26 00:50:32 -0400,2013-08-22 16:47:09 -0400,,
Tatiana Stanovaya,2,2013-08-09 05:18:31 -0400,2013-08-23 00:37:45 -0400,,
Oleg Kozyrev,3,2013-08-09 05:18:31 -0400,2013-08-15 18:10:06 -0400,,
Anton Nosik,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Maria Pleshkova,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Demotix,2,2013-08-09 05:18:31 -0400,2013-09-08 00:39:08 -0400,,
Maxim Kononenko,3,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Anatoly Chubais,2,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Mikhail Fridman,2,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Alfa,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Kamil Kurmakaev,2,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Dmitri Navosha,3,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Zotova,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Lysenko,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Preobrazhensky,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Saltanov,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Sharipova,1,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Ekaterina Skorobogatova,2,2013-08-09 05:18:31 -0400,2013-08-09 05:18:31 -0400,,
Vladimir Zhirinovsky,3,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Igor Chubais,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Vladimir Churov,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Yandex.Money,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Putin,2,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Andrei Malgin,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Arkady Babchenko,2,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Boris Nemtsov,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Tina Kandelaki,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Vladimir Ashurkov,6,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Alexey Beskorovainy,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Konstantin Yankauskas,1,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Nikolai Liaskin,2,2013-08-13 01:24:45 -0400,2013-08-13 01:24:45 -0400,,
Nikolai Levichev,3,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Vasily Drovetskiy,4,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Kirill Andreev,1,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Pereverzev,2,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Oleg Kozlovsky,3,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
DemVybor,3,2013-08-15 18:10:06 -0400,2013-08-22 16:47:09 -0400,,
Alexander Morozov,1,2013-08-15 18:10:06 -0400,2013-08-15 18:10:06 -0400,,
Igor Kublin,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Yuri Luzhkov,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Maksim Martsinkevich,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Tesak,2,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Mikhail Liubich,3,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Alexey Goreslavsky,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Pavel Prianikov,1,2013-08-19 17:40:56 -0400,2013-08-19 17:40:56 -0400,,
Ilya Yashin,2,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Kirill Shulika,8,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Evgeny Urlashov,4,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Pavel Danilin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Greshnevikov,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Vorobyev,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Nemtsov,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Timofey Sheviakov,9,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Gleb Pavlovsky,2,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Ricky Gervais,2,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Timofey Sheviakin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Steven Merchant,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Karl Pilkington,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Yelena Tokareva,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Andrey Malgin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Anton Berezutskiy,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Shevyakin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Dmitriy Bavyrin,1,2013-08-22 16:47:09 -0400,2013-08-22 16:47:09 -0400,,
Stanislav Apetyan,11,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Alexander Bastrykin,1,2013-08-23 00:37:45 -0400,2013-08-23 00:37:45 -0400,,
Alexey Ruban,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Grigory Yavlinksy,1,2013-08-27 12:35:14 -0400,2013-08-27 12:35:14 -0400,,
Elena Kostyuchenko,5,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,,
Ruslan Leviev,1,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,,
Dmitry Bavyrin,1,2013-08-29 20:58:50 -0400,2013-08-29 20:58:50 -0400,,
Yakov Silin,1,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Evgeny Kuivashev,5,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Andrei Karaulov,1,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Kristina Leontyeva,2,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Konstantin Stroganov,1,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Oleg Mezitov,1,2013-08-30 19:29:51 -0400,2013-08-30 19:29:51 -0400,,
Andrei Makarevich,4,2013-09-06 15:36:17 -0400,2013-09-06 15:36:17 -0400,,
Anton Chernin,1,2013-09-06 15:36:17 -0400,2013-09-06 15:36:17 -0400,,
Yury Goldenshtein,1,2013-09-08 00:39:08 -0400,2013-09-08 00:39:08 -0400,,
Alexey Roschin,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Dmitry Ermoltsev,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Gassan Guseinov,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Yeltsin,3,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
bush,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Godwin,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Stanislav Yakovlev,1,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
Egor Prosvirnin,3,2013-09-14 01:31:07 -0400,2013-09-14 01:31:07 -0400,,
