cities,count,first_date,last_date,lat,lon
Gaza,18,2008-08-23 13:14:15 -0400,2010-06-02 16:57:17 -0400,31.5,34.46667
İstanbul,1,2010-06-03 01:52:56 -0400,2010-06-03 01:52:56 -0400,41.01384,28.94966
Goza,1,2010-06-03 11:17:38 -0400,2010-06-03 11:17:38 -0400,-11.23333,-42.08333
Tel Aviv,3,2010-06-03 11:17:38 -0400,2010-06-08 04:07:20 -0400,32.08088,34.78057
Beirut,2,2010-06-03 11:17:38 -0400,2010-06-03 11:17:38 -0400,33.88894,35.49442
Ashdod,1,2010-06-03 11:17:38 -0400,2010-06-03 11:17:38 -0400,31.79213,34.64966
Kayseri,1,2010-06-04 03:45:30 -0400,2010-06-04 03:45:30 -0400,38.73222,35.48528
Marmara,3,2010-06-05 05:19:40 -0400,2010-06-06 16:20:53 -0400,40.58633,27.55541
Cairo,1,2010-06-06 16:49:32 -0400,2010-06-06 16:49:32 -0400,30.06263,31.24967
Rafaḩ,1,2010-06-06 16:49:32 -0400,2010-06-06 16:49:32 -0400,31.287,34.25952
Qalandiyā,1,2010-06-06 16:23:30 -0400,2010-06-06 16:23:30 -0400,31.86289,35.20816
Assisi,1,2010-06-08 17:23:54 -0400,2010-06-08 17:23:54 -0400,43.06671,12.62109
