cities,count,first_date,last_date,lat,lon
Mahdia,7,2010-07-25 06:46:56 -0400,2011-05-18 09:41:50 -0400,35.50472,11.06222
Américas Chicas,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,20.8175,-97.62944
Cancún,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,21.17429,-86.84656
Asunción,1,2010-08-18 17:36:31 -0400,2010-08-18 17:36:31 -0400,-25.30066,-57.63591
Moscow,1,2010-09-10 16:51:53 -0400,2010-09-10 16:51:53 -0400,55.75222,37.61556
Rome,1,2010-09-10 16:51:53 -0400,2010-09-10 16:51:53 -0400,34.25704,-85.16467
California,1,2010-09-10 16:51:53 -0400,2010-09-10 16:51:53 -0400,38.3004,-76.50745
Louisiana,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,39.44894,-91.05153
Ogoni,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,5.45054,5.9431
New York,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,18.25,-77.18333
Dadaab,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,0.05287,40.31055
Mogadishu,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,2.03711,45.34375
