people,count,first_date,last_date,lat,lon
Ciudad Hidalgo,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Pedro Ultreras,7,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Eduardo Barraza,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Georgina Cobos,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Jessca Ramirez,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Christine Kovic,3,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Thomas Shannon,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Marisela Morales,1,2011-08-08 12:10:07 -0400,2011-08-08 12:10:07 -0400,,
Barack Obama,8,2012-10-17 05:30:28 -0400,2013-08-28 11:44:43 -0400,,
Jan Brewer,3,2012-10-17 05:30:28 -0400,2012-10-17 05:30:28 -0400,,
Victor Hugo,1,2012-10-17 05:30:28 -0400,2012-10-17 05:30:28 -0400,,
Eduardo Delgado,1,2012-10-17 05:30:28 -0400,2012-10-17 05:30:28 -0400,,
Luis V. Gutierrez,1,2012-10-17 05:30:28 -0400,2012-10-17 05:30:28 -0400,,
David Bennion,1,2012-10-17 05:30:28 -0400,2012-10-17 05:30:28 -0400,,
Jose Leonidas Moreno,1,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Mario Marlo,4,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Omar Sanchez de Tagle,1,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Suyapa Socorro,1,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Marcela Salas Cassani,1,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Max Funes,2,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Marvin Celaya,2,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Gabriel Salmerón,2,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Silverio Mateo,2,2012-10-24 15:06:21 -0400,2012-10-24 15:06:21 -0400,,
Charles Schumer,2,2013-02-05 09:13:01 -0500,2013-02-05 09:13:01 -0500,,
John McCain,2,2013-02-05 09:13:01 -0500,2013-02-05 09:13:01 -0500,,
Bob Menéndez,2,2013-02-05 09:13:01 -0500,2013-02-05 09:13:01 -0500,,
Marco Rubio,6,2013-02-05 09:13:01 -0500,2013-04-23 19:36:50 -0400,,
Juan Manuel Benítez,1,2013-02-05 09:13:01 -0500,2013-02-05 09:13:01 -0500,,
Eduardo del Río,1,2013-02-05 09:13:01 -0500,2013-02-05 09:13:01 -0500,,
Angy Rivera,6,2013-02-20 07:15:20 -0500,2013-02-20 07:15:20 -0500,,
Obama,1,2013-02-20 07:15:20 -0500,2013-02-20 07:15:20 -0500,,
Anuska Sampedro,1,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Ronald Reagan,4,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Ileana Ros-Lehtinen,2,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Alonso Credes,1,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Filemon Vela,2,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Luis Carlos Vélez,1,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Marianna Breytman,1,2013-07-09 14:30:08 -0400,2013-07-09 14:30:08 -0400,,
Levi Bridges,3,2013-07-15 14:44:40 -0400,2013-09-04 17:56:05 -0400,,
Rudi Solaris,6,2013-07-15 14:44:40 -0400,2013-07-15 14:44:40 -0400,,
Manuel Zelaya,1,2013-07-15 14:44:40 -0400,2013-07-15 14:44:40 -0400,,
Mara Salvatrucha,1,2013-07-15 14:44:40 -0400,2013-07-15 14:44:40 -0400,,
Tochan,2,2013-07-15 14:44:40 -0400,2013-07-15 14:44:40 -0400,,
Douglass,2,2013-07-15 14:44:40 -0400,2013-07-15 14:44:40 -0400,,
Eileen Truax,10,2013-07-26 11:11:02 -0400,2013-07-30 09:00:18 -0400,,
Robert Valencia,3,2013-07-26 11:11:02 -0400,2013-07-30 09:00:18 -0400,,
Janet Napolitano,3,2013-07-26 11:11:02 -0400,2013-07-26 11:11:02 -0400,,
Ann Coulter,1,2013-07-26 11:11:02 -0400,2013-07-26 11:11:02 -0400,,
John Boehner,1,2013-07-26 11:11:02 -0400,2013-07-26 11:11:02 -0400,,
Gonzalez,1,2013-07-30 09:00:18 -0400,2013-07-30 09:00:18 -0400,,
Leo,6,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Corin,9,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Emily Bonderer Cruz,5,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Amy,12,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Carlos,8,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
God,1,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Giselle Stern Hernández,4,2013-08-28 11:44:43 -0400,2013-08-28 11:44:43 -0400,,
Tamerlan,2,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
Dzhokhar Tsarnaev,3,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
José Eugenio Hoyos,1,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
Mark Zuckerberg,1,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
Cindy Y. Rodriguez,1,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
Alfonso Hernández,1,2013-04-23 19:36:50 -0400,2013-04-23 19:36:50 -0400,,
David Sachs/SEIU,1,2013-11-08 18:07:05 -0500,2013-11-08 18:07:05 -0500,,
Marisol Ramos,1,2013-11-08 18:07:05 -0500,2013-11-08 18:07:05 -0500,,
Alfonso González,1,2013-11-08 18:07:05 -0500,2013-11-08 18:07:05 -0500,,
Solana Larsen,1,2013-11-08 18:07:05 -0500,2013-11-08 18:07:05 -0500,,
Peter Haden,1,2013-09-04 17:56:05 -0400,2013-09-04 17:56:05 -0400,,
Juana Morelos,13,2013-09-04 17:56:05 -0400,2013-09-04 17:56:05 -0400,,
Jose Ramírez,4,2013-09-04 17:56:05 -0400,2013-09-04 17:56:05 -0400,,
Pat Quinn,1,2013-10-10 10:17:45 -0400,2013-10-10 10:17:45 -0400,,
Gabe Ortíz,1,2013-10-10 10:17:45 -0400,2013-10-10 10:17:45 -0400,,
Frank Sharry,1,2013-10-10 10:17:45 -0400,2013-10-10 10:17:45 -0400,,
