organizations,count,first_date,last_date,lat,lon
Southern Media Group,7,2013-01-04 14:10:57 -0500,2013-01-08 23:42:16 -0500,,
Chinese Communist Party,1,2013-01-04 14:10:57 -0500,2013-01-04 14:10:57 -0500,,
Southern Weekend,4,2013-01-04 14:10:57 -0500,2013-01-07 21:07:51 -0500,,
Communist Party,2,2013-01-04 14:10:57 -0500,2013-01-08 23:42:16 -0500,,
Central Authority,1,2013-01-04 14:10:57 -0500,2013-01-04 14:10:57 -0500,,
Foreign Ministry,1,2013-01-04 14:10:57 -0500,2013-01-04 14:10:57 -0500,,
China Daily,1,2013-01-04 14:10:57 -0500,2013-01-04 14:10:57 -0500,,
Nanfang Media,1,2013-01-07 21:07:51 -0500,2013-01-07 21:07:51 -0500,,
Propaganda Department,2,2013-01-07 22:41:56 -0500,2013-01-08 15:16:10 -0500,,
Central Propaganda Department,3,2013-01-08 15:16:10 -0500,2013-01-08 23:42:16 -0500,,
Guangdong Propaganda Department Head Tuo Zhen,1,2013-01-08 15:16:10 -0500,2013-01-08 15:16:10 -0500,,
Fudan University,1,2013-01-08 15:16:10 -0500,2013-01-08 15:16:10 -0500,,
Southern Newspapers Media Group,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Xiaoxiang Morning Herald,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Global Times,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Beijing Propaganda Department,4,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Global Times Editorial,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Dongfang Daily,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Beijing News,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
Central Government Department,1,2013-01-08 23:42:16 -0500,2013-01-08 23:42:16 -0500,,
