places,count,first_date,last_date,lat,lon
Republic of Ghana,51,2010-07-01 03:18:24 -0400,2010-05-18 15:22:10 -0400,8.1,-1.2
Oriental Republic of Uruguay,31,2010-07-01 03:18:24 -0400,2010-06-16 11:08:35 -0400,-33.0,-56.0
Montevideo,1,2010-07-01 03:18:24 -0400,2010-07-01 03:18:24 -0400,-34.90328,-56.18816
Accra,3,2010-07-01 03:18:24 -0400,2010-07-01 03:18:24 -0400,5.55602,-0.1969
Johannesburg,11,2010-07-01 03:18:24 -0400,2010-05-04 12:53:53 -0400,-26.20227,28.04363
Federative Republic of Brazil,41,2010-07-02 06:25:16 -0400,2010-06-23 06:58:12 -0400,-10.0,-55.0
Argentine Republic,26,2010-07-02 06:25:16 -0400,2010-06-29 07:29:06 -0400,-34.0,-64.0
United States,22,2010-07-02 06:25:16 -0400,2010-06-23 00:43:47 -0400,39.76,-98.5
São Paulo,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,-23.62703,-46.63503
Buenos Aires,3,2010-07-02 06:25:16 -0400,2010-06-10 10:59:58 -0400,-34.61315,-58.37723
Estado de Pernambuco,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,-8.0,-37.0
Flamengo,2,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,-6.26083,-39.75972
Republic of South Africa,104,2010-07-01 20:31:16 -0400,2010-05-26 16:54:35 -0400,-29.0,24.0
Republic of Chile,4,2010-07-01 20:31:16 -0400,2010-05-21 12:35:40 -0400,-30.0,-71.0
Mahdia,25,2010-07-02 08:55:48 -0400,2010-06-16 11:08:35 -0400,35.50472,11.06222
Union of Burma,8,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,21.0,96.0
Japan,28,2010-07-04 08:58:30 -0400,2010-06-17 19:59:37 -0400,35.68536,139.75309
Republic of Singapore,2,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,1.36667,103.8
Yangon,2,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,16.80528,96.15611
Myawaddy District,2,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,16.54108,98.52983
Europe,4,2010-07-05 06:05:43 -0400,2010-06-29 07:29:06 -0400,48.69096,9.14062
Asia,2,2010-07-05 06:05:43 -0400,2010-04-17 11:07:11 -0400,29.84064,89.29688
People’s Republic of China,7,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,35.0,105.0
Democratic People’s Republic of Korea,9,2010-07-05 06:05:43 -0400,2010-06-16 22:51:52 -0400,40.0,127.0
Shandong Sheng,2,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,36.0,119.0
Republic of Senegal,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,14.5,-14.25
London,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,51.50853,-0.12574
Federal Republic of Germany,17,2010-07-07 18:02:44 -0400,2010-07-07 18:02:44 -0400,51.5,10.5
