organizations,count,first_date,last_date,lat,lon
ESWN,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,,
WTO,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,,
CNPC,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,,
Harbin Chemical,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,,
Hide Toxic Spill
Financial Times,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,,
Wikipedia,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
Chinese People's Political Consultative Conference,2,2007-04-07 09:46:45 -0400,2013-04-10 21:08:59 -0400,,
Chinese Academy of Engineering,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
Beijing University of Aeronautics and Astronautics University Shen Shituan,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
Xiamen University and Chinese Academy of Sciences,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
State Environmental Protection Administration,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
National Development and Reform Commission,2,2007-04-07 09:46:45 -0400,2009-10-07 04:28:14 -0400,,
Southern Metropolis Daily,4,2007-04-07 09:46:45 -0400,2009-10-07 04:28:14 -0400,,
CPPCC,3,2007-04-07 09:46:45 -0400,2013-04-10 21:08:59 -0400,,
Google,5,2007-04-07 09:46:45 -0400,2007-07-12 18:58:13 -0400,,
Fujian Environmental Protection Bureau,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,,
China Unicom,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,,
New World Dept,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,,
Xiamen University,7,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,,
Voice of China Mobile,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,,
Environmental Bureau,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,,
World Bank,7,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,,
Ministry of Propaganda,1,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,,
Financial Times,1,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,,
Institute of Public and Environmental Affairs,1,2007-12-17 15:04:26 -0500,2007-12-17 15:04:26 -0500,,
IPE,1,2007-12-17 15:04:26 -0500,2007-12-17 15:04:26 -0500,,
Newsmax,1,2007-12-17 15:04:26 -0500,2007-12-17 15:04:26 -0500,,
New York Times,4,2007-12-17 15:04:26 -0500,2013-10-09 19:46:38 -0400,,
Yankees,1,2007-12-17 15:04:26 -0500,2007-12-17 15:04:26 -0500,,
International Olympic Committee,1,2007-12-17 15:04:26 -0500,2007-12-17 15:04:26 -0500,,
China Environmental News Digest,1,2008-04-20 22:57:38 -0400,2008-04-20 22:57:38 -0400,,
Hong Kong Baptist University,1,2008-04-20 22:57:38 -0400,2008-04-20 22:57:38 -0400,,
NGO,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,,
UNESCO,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,,
U.N.,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,,
Danwei,1,2008-05-13 09:03:50 -0400,2008-05-13 09:03:50 -0400,,
China Digital Times,2,2008-05-13 09:03:50 -0400,2012-10-30 19:32:42 -0400,,
Ministry of Environmental Protection,4,2008-05-13 09:03:50 -0400,2013-02-27 06:47:29 -0500,,
United Nations Environment Programme,1,2008-05-13 09:03:50 -0400,2008-05-13 09:03:50 -0400,,
NGOs,1,2008-05-31 18:35:55 -0400,2008-05-31 18:35:55 -0400,,
CIIC-COMR,1,2008-06-09 01:20:09 -0400,2008-06-09 01:20:09 -0400,,
CCP,1,2008-08-08 04:34:38 -0400,2008-08-08 04:34:38 -0400,,
U.S.O.C.,1,2008-08-08 04:34:38 -0400,2008-08-08 04:34:38 -0400,,
Ministry of Forests,2,2009-10-07 04:28:14 -0400,2009-10-07 04:28:14 -0400,,
International Agency for Research on Cancer,1,2009-10-07 04:28:14 -0400,2009-10-07 04:28:14 -0400,,
University of Birmingham Stuart Harrad,1,2009-10-07 04:28:14 -0400,2009-10-07 04:28:14 -0400,,
Overseas Chinese Town,1,2010-04-14 07:51:24 -0400,2010-04-14 07:51:24 -0400,,
