places,count,first_date,last_date,lat,lon
Republic of the Sudan,85,2010-04-12 14:24:14 -0400,2010-04-29 00:13:39 -0400,16.0,30.0
United States,16,2010-04-12 14:24:14 -0400,2010-04-22 12:18:09 -0400,39.76,-98.5
Islamic Republic of Iran,3,2010-04-12 14:24:14 -0400,2010-04-22 12:18:09 -0400,32.0,53.0
Yuba County,2,2010-04-12 14:24:14 -0400,2010-04-12 14:24:14 -0400,39.26902,-121.35126
Kololo,1,2010-04-12 14:24:14 -0400,2010-04-12 14:24:14 -0400,12.65,-2.2
Pageri,1,2010-04-12 14:24:14 -0400,2010-04-12 14:24:14 -0400,3.85877,31.93441
Eastern Equatoria,1,2010-04-12 14:24:14 -0400,2010-04-12 14:24:14 -0400,4.9,33.8
Warap,1,2010-04-12 14:24:14 -0400,2010-04-12 14:24:14 -0400,-2.8717,132.5332
South Sudan,8,2010-04-15 14:12:14 -0400,2010-04-15 14:12:14 -0400,7.5,30.0
Khartoum,5,2010-04-15 14:12:14 -0400,2010-04-29 00:13:39 -0400,15.55177,32.53241
South,1,2010-04-15 14:12:14 -0400,2010-04-15 14:12:14 -0400,37.32922,-86.3647
Mahdia,6,2010-04-15 14:12:14 -0400,2010-04-22 12:18:09 -0400,35.50472,11.06222
Darfur,1,2010-04-16 09:30:06 -0400,2010-04-16 09:30:06 -0400,44.05135,-94.83804
Torit,1,2010-04-16 09:30:06 -0400,2010-04-16 09:30:06 -0400,4.41177,32.57046
Federal Democratic Republic of Ethiopia,4,2010-04-22 12:18:09 -0400,2010-04-22 12:18:09 -0400,9.0,39.5
Republic of Iraq,1,2010-04-22 12:18:09 -0400,2010-04-22 12:18:09 -0400,33.0,44.0
Republic of Ghana,1,2010-04-23 13:40:25 -0400,2010-04-23 13:40:25 -0400,8.1,-1.2
Atlantique Department,1,2010-04-23 13:40:25 -0400,2010-04-23 13:40:25 -0400,6.66667,2.25
Republic of Zimbabwe,1,2010-04-26 13:39:38 -0400,2010-04-26 13:39:38 -0400,-19.0,29.75
Red Sea,1,2010-04-26 13:39:38 -0400,2010-04-26 13:39:38 -0400,20.0,36.0
Darfur Wilayat,1,2010-04-29 00:13:39 -0400,2010-04-29 00:13:39 -0400,13.0,25.0
Juba,2,2010-04-29 00:13:39 -0400,2010-04-29 00:13:39 -0400,4.85165,31.58247
West,1,2010-05-03 13:33:03 -0400,2010-05-03 13:33:03 -0400,31.80238,-97.09167
Ad-Damazin,1,2010-05-03 13:33:03 -0400,2010-05-03 13:33:03 -0400,11.7891,34.3592
Abyei,2,2010-05-03 13:33:03 -0400,2010-05-03 13:33:03 -0400,8.57097,28.6586
