organizations,count,first_date,last_date,lat,lon
Truth and Reconciliation Commission,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
TRC,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
YMCA,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
UNFPA,2,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
YMCA Youth Centre,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
NGO,1,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
LTAS,2,2010-02-03 10:28:14 -0500,2010-02-03 10:28:14 -0500,,
Uzbek TV,1,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,,
Uzbek Ministry of Health,1,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,,
UNICEF,1,2010-04-03 15:02:00 -0400,2010-04-03 15:02:00 -0400,,
county party,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,,
NGOs,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,,
1st People's Hospital,1,2010-09-06 03:57:16 -0400,2010-09-06 03:57:16 -0400,,
Bosch of IPS,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,,
ICW,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,,
Witwatersrand University,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,,
Mail &amp; Guardian,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,,
National Congress of Young Women Living,1,2010-09-11 23:34:33 -0400,2010-09-11 23:34:33 -0400,,
