people,count,first_date,last_date,lat,lon
Tajikistanis,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Odnoklassniki,2,2014-02-14 10:17:40 -0500,2014-02-14 12:48:17 -0500,,
Vatandust,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Siyovush,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Muhammadi,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Ivanov,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Idi Ramazon,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Khusrav,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Mila,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Charo,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Kase,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Tomiris,1,2014-02-14 10:17:40 -0500,2014-02-14 10:17:40 -0500,,
Mo Tai,1,2014-02-14 13:16:28 -0500,2014-02-14 13:16:28 -0500,,
Sylwia Presley,1,2014-02-14 07:05:21 -0500,2014-02-14 07:05:21 -0500,,
Dan Braghis,1,2014-02-14 07:05:21 -0500,2014-02-14 07:05:21 -0500,,
Leila Hatami,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Peyman Moadi,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Habib,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Shirin Jaafari,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Jamsheed Akrami,6,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Bahman Farmanara,4,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Rakhshan Bani Etemad,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Asghar Farhadi,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Mahdi Kouhian,1,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Hassan Rouhani,2,2014-02-14 10:11:01 -0500,2014-02-14 10:11:01 -0500,,
Ainura Rai,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Kuanushbek Zhakparov,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Tursunbai Bakir,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Kyrgyzstanis,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Bektour Iskender,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Darya Solovyova,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Mohammed Zahiriddin Babur,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Sladek,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Zahiriddin Muhammad Babur,1,2014-02-14 12:48:17 -0500,2014-02-14 12:48:17 -0500,,
Jason Nathu,3,2014-02-14 14:13:36 -0500,2014-02-14 14:13:36 -0500,,
Matthew Hunte,2,2014-02-14 14:13:36 -0500,2014-02-14 14:13:36 -0500,,
David Rudder,1,2014-02-14 14:13:36 -0500,2014-02-14 14:13:36 -0500,,
Doug Wheller,2,2014-02-14 14:13:36 -0500,2014-02-14 14:13:36 -0500,,
