places,count,first_date,last_date,lat,lon
Daraa Governorate,5,2013-01-13 05:42:42 -0500,2013-05-22 08:55:18 -0400,32.85,36.21667
Ḩamāh,1,2013-01-13 05:42:42 -0500,2013-01-13 05:42:42 -0500,35.13179,36.75783
Southern California Logistics Airport,1,2013-01-13 05:42:42 -0500,2013-01-13 05:42:42 -0500,34.58696,-117.37444
Canada,2,2013-01-17 16:14:42 -0500,2013-01-17 16:14:42 -0500,60.10867,-113.64258
Middle East,4,2013-01-27 06:49:08 -0500,2013-07-02 04:19:45 -0400,33.13906,35.85869
Vienna,1,2013-01-27 06:49:08 -0500,2013-01-27 06:49:08 -0500,48.20849,16.37208
Amude,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,37.10417,40.93
Ra’s al ‘Ayn,2,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,26.4,50.53333
Hashemite Kingdom of Jordan,11,2013-01-31 06:11:20 -0500,2013-05-22 08:55:18 -0400,31.0,36.0
Arab Republic of Egypt,6,2013-01-31 06:11:20 -0500,2013-09-04 15:45:48 -0400,27.0,30.0
London,2,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,51.50853,-0.12574
Federal Republic of Germany,2,2013-01-31 05:56:26 -0500,2013-08-06 11:03:10 -0400,51.5,10.5
Hamburg,1,2013-01-31 05:56:26 -0500,2013-01-31 05:56:26 -0500,53.57532,10.01534
Europe,1,2013-07-02 04:19:45 -0400,2013-07-02 04:19:45 -0400,48.69096,9.14062
Kingdom of Spain,2,2013-07-02 04:19:45 -0400,2013-07-02 04:19:45 -0400,40.0,-4.0
Mukhayyam al Yarmūk,2,2013-07-02 04:19:45 -0400,2013-07-02 04:19:45 -0400,33.4699,36.3018
Al Maghrib,2,2013-07-02 04:19:45 -0400,2013-07-02 04:19:45 -0400,30.0,5.0
Houston,1,2013-07-02 17:21:50 -0400,2013-07-02 17:21:50 -0400,29.76328,-95.36327
Turabah,3,2013-07-16 18:38:22 -0400,2013-07-16 18:38:22 -0400,21.21406,41.6331
Cairo,2,2013-08-06 11:03:10 -0400,2013-09-10 12:11:28 -0400,30.06263,31.24967
Ra’s Shamrā,1,2013-08-06 11:03:10 -0400,2013-08-06 11:03:10 -0400,35.60194,35.78541
Amman,2,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,31.95522,35.94503
Siqbā,2,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,33.51926,36.38376
Dārayyā,2,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,33.45834,36.23256
Arbin,1,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,45.50393,6.06687
Al Ghūţah,2,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,33.527,36.389
Ar Raqqah,4,2013-03-04 14:01:03 -0500,2013-05-28 16:58:31 -0400,35.95283,39.00788
Ramallah,1,2013-03-08 13:37:36 -0500,2013-03-08 13:37:36 -0500,31.89964,35.20422
West Bank,2,2013-03-08 13:37:36 -0500,2013-10-13 10:13:19 -0400,31.66667,35.25
United Arab Emirates,4,2013-04-09 16:07:54 -0400,2013-09-04 15:45:48 -0400,23.75,54.5
Dubai,1,2013-04-09 16:07:54 -0400,2013-04-09 16:07:54 -0400,25.25817,55.30472
Reyhanlı,6,2013-05-18 17:11:11 -0400,2013-05-18 17:11:11 -0400,36.26917,36.56722
Hatay,4,2013-05-18 17:11:11 -0400,2013-05-18 17:11:11 -0400,36.20655,36.15722
Gaza,1,2013-06-13 11:44:24 -0400,2013-06-13 11:44:24 -0400,31.5,34.46667
Fīllāt Sharqīyah,1,2013-11-19 13:41:54 -0500,2013-11-19 13:41:54 -0500,33.49296,36.24624
Hellenic Republic,2,2013-11-19 13:58:09 -0500,2013-11-19 13:58:09 -0500,39.0,22.0
Athens,1,2013-11-19 13:58:09 -0500,2013-11-19 13:58:09 -0500,37.97945,23.71622
al-Kindi hospital,1,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,36.26718,37.1828
Santa,4,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,17.486,120.4348
Dagestan,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,43.0,47.0
Maşyāf,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,35.0653,36.3406
Tartouss,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,34.88902,35.88659
Respublika Ingushetiya,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,43.16667,45.0
Kingdom of Bahrain,1,2013-09-04 15:45:48 -0400,2013-09-04 15:45:48 -0400,26.03333,50.55
Tellet Zeïna,1,2013-09-09 12:50:00 -0400,2013-09-09 12:50:00 -0400,33.86389,35.91944
Capitol Hill,1,2013-09-10 09:01:02 -0400,2013-09-10 09:01:02 -0400,51.07031,-114.09559
State of Israel,2,2013-09-10 12:11:28 -0400,2013-09-10 12:11:28 -0400,31.5,34.75
Washington D. C.,3,2013-09-10 12:11:28 -0400,2013-09-10 12:11:28 -0400,38.89511,-77.03637
Tahrir Square,1,2013-09-10 12:11:28 -0400,2013-09-10 12:11:28 -0400,30.04533,31.23539
Georgia,2,2013-09-12 16:53:59 -0400,2013-09-12 16:53:59 -0400,32.75042,-83.50018
South Ossetia [provisional],1,2013-09-12 16:53:59 -0400,2013-09-12 16:53:59 -0400,42.33333,44.0
Islamic Republic of Iran,2,2013-09-17 10:48:37 -0400,2013-09-17 10:48:37 -0400,32.0,53.0
Tehrān,1,2013-09-17 10:48:37 -0400,2013-09-17 10:48:37 -0400,35.69439,51.42151
Palestine,1,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,31.92157,35.20329
Republic of France,2,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,46.0,2.0
Kingdom of Sweden,2,2013-09-30 13:25:40 -0400,2013-10-01 18:56:36 -0400,62.0,15.0
Kingdom of Denmark,1,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,56.0,10.0
Dublin,1,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,53.33306,-6.24889
Kingdom of Saudi Arabia,2,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,25.0,45.0
Republic of India,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,22.0,79.0
Chapel Hill,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,35.9132,-79.05584
Nablus,1,2013-10-13 10:13:19 -0400,2013-10-13 10:13:19 -0400,32.22111,35.25444
Asia,1,2013-10-22 06:00:14 -0400,2013-10-22 06:00:14 -0400,29.84064,89.29688
Bryansk,1,2013-10-22 06:00:14 -0400,2013-10-22 06:00:14 -0400,53.25209,34.37167
Krasnyy Okun’,1,2013-10-22 06:00:14 -0400,2013-10-22 06:00:14 -0400,63.4048,44.6777
Kiyevka,1,2013-10-22 06:00:14 -0400,2013-10-22 06:00:14 -0400,42.90547,133.69834
White Road,1,2013-10-22 06:00:14 -0400,2013-10-22 06:00:14 -0400,30.19393,67.00283
