people,count,first_date,last_date,lat,lon
Krugolina Borup,3,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,,
Branka Stamenkovic,3,2008-12-17 21:18:32 -0500,2008-12-17 21:18:32 -0500,,
Julia,1,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Scott Harrison,2,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Katie,1,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Campbell,1,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Chloe,1,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Gebre,2,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Carley,1,2009-01-30 00:07:16 -0500,2009-01-30 00:07:16 -0500,,
Abaré,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Deborah Icamiaba,6,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Muratuba,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Belterra,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Adriane Gama,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Belém,1,2009-02-19 11:57:23 -0500,2009-02-19 11:57:23 -0500,,
Erik Hersman,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,,
Mahmud Hussein,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,,
Nick Hunn,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,,
Arun Pal Singh,1,2009-02-23 01:21:53 -0500,2009-02-23 01:21:53 -0500,,
Shawn,8,2009-08-10 18:18:38 -0400,2009-08-10 18:18:38 -0400,,
Michael Pritchard,1,2009-08-10 18:18:38 -0400,2009-08-10 18:18:38 -0400,,
Life-Straw,1,2009-08-10 18:18:38 -0400,2009-08-10 18:18:38 -0400,,
Otieno Sailas,1,2009-08-31 14:50:50 -0400,2009-08-31 14:50:50 -0400,,
Juhie Bhatia,1,2009-08-31 14:50:50 -0400,2009-08-31 14:50:50 -0400,,
Pavel Kutsev,1,2009-08-31 14:50:50 -0400,2009-08-31 14:50:50 -0400,,
Drop-in-Center,1,2009-08-31 14:50:50 -0400,2009-08-31 14:50:50 -0400,,
Ferdinand Dimadura,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,,
CarolinaMed,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,,
Maeng,2,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,,
Damiana Eugenio,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,,
Kris,1,2009-05-21 18:15:54 -0400,2009-05-21 18:15:54 -0400,,
Sasha D.,2,2009-06-05 11:34:05 -0400,2009-06-05 11:34:05 -0400,,
Bob,1,2009-06-05 11:34:05 -0400,2009-06-05 11:34:05 -0400,,
Gordon Swaby,1,2009-06-05 11:34:05 -0400,2009-06-05 11:34:05 -0400,,
Sadaka Reut,1,2009-11-06 17:42:44 -0500,2009-11-06 17:42:44 -0500,,
Ludmila Kierczak,1,2009-11-30 02:38:08 -0500,2009-11-30 02:38:08 -0500,,
Mobasshera Tarannum Adiba,1,2009-11-30 02:38:08 -0500,2009-11-30 02:38:08 -0500,,
Altankhyag,1,2009-11-30 02:38:08 -0500,2009-11-30 02:38:08 -0500,,
Simone Tonge,1,2009-11-30 02:38:08 -0500,2009-11-30 02:38:08 -0500,,
Mike Kwambo,2,2009-12-07 02:17:01 -0500,2009-12-07 02:17:01 -0500,,
Einstein,1,2009-12-07 02:17:01 -0500,2009-12-07 02:17:01 -0500,,
Newton,1,2009-12-07 02:17:01 -0500,2009-12-07 02:17:01 -0500,,
David Sasaki,2,2009-09-04 15:41:55 -0400,2009-09-04 15:41:55 -0400,,
Serina Kalande,1,2009-09-04 15:41:55 -0400,2009-09-04 15:41:55 -0400,,
Michael A. Jones,1,2009-09-04 15:41:55 -0400,2009-09-04 15:41:55 -0400,,
