places,count,first_date,last_date,lat,lon
People’s Republic of China,191,2005-11-27 23:23:43 -0500,2008-04-29 23:46:53 -0400,35.0,105.0
Harbin,6,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,45.75,126.65
Washington,1,2005-11-27 23:23:43 -0500,2005-11-27 23:23:43 -0500,47.50012,-120.50147
Xiamen,32,2007-04-07 09:46:45 -0400,2008-05-13 09:03:50 -0400,24.47979,118.08187
Beijing,59,2007-04-07 09:46:45 -0400,2008-04-29 23:46:53 -0400,39.9075,116.39723
Zhangzhou,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,24.51333,117.65556
Quanzhou,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,24.91389,118.58583
Haicang Qu,9,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,24.47556,117.98333
Fujian Sheng,7,2007-04-07 09:46:45 -0400,2009-10-07 04:28:14 -0400,26.545,117.84278
Baidu,1,2007-04-07 09:46:45 -0400,2007-04-07 09:46:45 -0400,25.77222,118.6625
Guangzhou,17,2007-06-01 18:28:33 -0400,2013-02-27 06:47:29 -0500,23.11667,113.25
Diaoyutai,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,30.74511,120.03858
Egret Island,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,-20.65278,116.4311
Haijun Yiyuan,1,2007-06-01 18:28:33 -0400,2007-06-01 18:28:33 -0400,24.26417,120.53
United Kingdom of Great Britain and Northern Ireland,2,2007-07-12 18:58:13 -0400,2008-05-13 09:03:50 -0400,54.75844,-2.69531
Phoenix,1,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,33.44838,-112.07404
Tian’anmen Guangchang,1,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,39.90444,116.39139
Sohu Park,3,2007-07-12 18:58:13 -0400,2007-07-12 18:58:13 -0400,33.45088,-112.03987
United States,9,2007-12-17 15:04:26 -0500,2008-03-19 00:24:31 -0400,39.76,-98.5
Hong Kong,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,22.28552,114.15769
Chongqing,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,29.56278,106.55278
Balzac,1,2008-04-29 23:46:53 -0400,2008-04-29 23:46:53 -0400,45.7,0.11667
Chengdu,3,2008-05-13 09:03:50 -0400,2013-10-09 19:46:38 -0400,30.66667,104.06667
Shenzhen,3,2008-05-31 18:35:55 -0400,2013-02-27 06:47:29 -0500,22.54554,114.0683
Yunnan Sheng,2,2008-05-31 18:35:55 -0400,2008-05-31 18:35:55 -0400,25.0,102.0
San Francisco,1,2008-05-31 18:35:55 -0400,2008-05-31 18:35:55 -0400,37.77493,-122.41942
England,2,2008-05-31 18:35:55 -0400,2008-05-31 18:35:55 -0400,52.16045,-0.70312
Europe,1,2008-03-19 00:24:31 -0400,2008-03-19 00:24:31 -0400,48.69096,9.14062
Republic of India,1,2008-03-19 00:24:31 -0400,2008-03-19 00:24:31 -0400,22.0,79.0
California,1,2008-03-19 00:24:31 -0400,2008-03-19 00:24:31 -0400,38.3004,-76.50745
Tianya,1,2008-08-08 04:34:38 -0400,2008-08-08 04:34:38 -0400,22.92774,112.61399
Arroyo de los Angles,1,2008-08-08 04:34:38 -0400,2008-08-08 04:34:38 -0400,27.40115,-98.72391
Lijiang,1,2009-11-30 23:18:18 -0500,2009-11-30 23:18:18 -0500,26.86879,100.22072
Guangdong Sheng,8,2009-11-30 23:18:18 -0500,2013-02-27 06:47:29 -0500,23.0,113.0
Huijiang,1,2009-11-30 23:18:18 -0500,2009-11-30 23:18:18 -0500,23.01639,113.28912
Asia,2,2009-10-07 04:28:14 -0400,2009-10-07 04:28:14 -0400,29.84064,89.29688
Shiqiao,11,2009-10-07 04:28:14 -0400,2009-10-07 04:28:14 -0400,22.9464,113.35769
Wuhan,4,2010-04-14 07:51:24 -0400,2010-04-14 07:51:24 -0400,30.58333,114.26667
Wuxi,1,2010-04-14 07:51:24 -0400,2010-04-14 07:51:24 -0400,31.56887,120.28857
East Lake,14,2010-04-14 07:51:24 -0400,2010-04-14 07:51:24 -0400,28.11085,-82.69482
Dalian,6,2011-08-14 00:31:24 -0400,2011-08-14 00:31:24 -0400,38.91222,121.60222
Shanwei,1,2011-12-20 03:46:17 -0500,2011-12-20 03:46:17 -0500,22.78199,115.3475
Haimen,21,2011-12-20 03:46:17 -0500,2011-12-20 03:46:17 -0500,23.19346,116.61219
Shantou,5,2011-12-20 03:46:17 -0500,2011-12-20 03:46:17 -0500,23.36814,116.71479
Wukan,1,2011-12-20 03:46:17 -0500,2011-12-20 03:46:17 -0500,29.13419,119.17861
Qiaoyang,1,2011-12-20 03:46:17 -0500,2011-12-20 03:46:17 -0500,22.93481,112.99142
Taiwan,4,2012-07-29 10:57:28 -0400,2012-07-29 10:57:28 -0400,24.0,121.0
Huilong,9,2012-07-29 10:57:28 -0400,2013-02-18 19:25:25 -0500,31.81111,121.655
Shifang,2,2012-07-29 10:57:28 -0400,2012-07-29 10:57:28 -0400,29.42178,115.06147
Yueyang,2,2012-04-17 01:46:58 -0400,2012-04-17 01:46:58 -0400,29.37455,113.09481
Hubei Sheng,3,2012-04-17 01:46:58 -0400,2013-05-21 21:15:32 -0400,31.0,112.0
Hunan Sheng,10,2012-04-17 01:46:58 -0400,2013-05-21 21:15:32 -0400,28.0,112.0
Lake,1,2012-04-17 01:46:58 -0400,2012-04-17 01:46:58 -0400,28.34187,102.35093
Dongting Hu,5,2012-04-17 01:46:58 -0400,2012-04-17 01:46:58 -0400,29.25139,113.01083
Mongolia,1,2012-11-02 21:54:53 -0400,2012-11-02 21:54:53 -0400,46.0,105.0
Yellow River,1,2012-11-02 21:54:53 -0400,2012-11-02 21:54:53 -0400,37.76675,119.1813
Bayan Hot,2,2012-11-02 21:54:53 -0400,2012-11-02 21:54:53 -0400,38.83861,105.66861
Ningbo,2,2012-10-30 19:32:42 -0400,2012-10-30 19:32:42 -0400,29.87819,121.54945
Zhejiang Sheng,2,2012-10-30 19:32:42 -0400,2012-10-30 19:32:42 -0400,29.0,120.0
Changzhi,3,2013-01-06 21:57:03 -0500,2013-01-06 21:57:03 -0500,35.20889,111.73861
Anyang,1,2013-01-06 21:57:03 -0500,2013-01-06 21:57:03 -0500,36.09944,114.32889
Shanxi Sheng,3,2013-01-06 21:57:03 -0500,2013-01-06 21:57:03 -0500,37.0,112.0
Henan Sheng,3,2013-01-06 21:57:03 -0500,2013-05-21 21:15:32 -0400,34.0,114.0
