cities,count,first_date,last_date,lat,lon
Leyte,12,2013-11-10 13:42:42 -0500,2013-11-13 18:55:13 -0500,11.3697,124.4873
Ormoc,1,2013-11-10 13:42:42 -0500,2013-11-10 13:42:42 -0500,11.00639,124.6075
Guiuan,1,2013-11-11 12:33:33 -0500,2013-11-11 12:33:33 -0500,11.03333,125.72472
Roxas City,1,2013-11-11 12:33:33 -0500,2013-11-11 12:33:33 -0500,11.58528,122.75111
Hernani,1,2013-11-13 18:55:13 -0500,2013-11-13 18:55:13 -0500,43.26615,-1.97615
Ivisan,1,2013-11-13 18:55:13 -0500,2013-11-13 18:55:13 -0500,11.52167,122.69083
Manila,2,2013-11-15 11:08:00 -0500,2013-12-22 21:17:00 -0500,14.6042,120.9822
Panay,1,2013-11-20 17:02:31 -0500,2013-11-20 17:02:31 -0500,6.49778,124.63833
Lima,1,2013-11-20 17:02:31 -0500,2013-11-20 17:02:31 -0500,-12.04318,-77.02824
Warsaw,1,2013-11-20 17:02:31 -0500,2013-11-20 17:02:31 -0500,52.22977,21.01178
Tokyo,1,2013-12-22 21:17:00 -0500,2013-12-22 21:17:00 -0500,35.6895,139.69171
Palo,2,2014-01-21 01:52:48 -0500,2014-01-21 01:52:48 -0500,11.1575,124.99083
