people,count,first_date,last_date,lat,lon
Marcelo Pereira,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Elio Botogoske,3,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Nessa Copa,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Cruz de Savóia,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Carlos Vinicius Rosenburg,3,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Zico,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Romário,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Cafu,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Lobo,2,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Maradona,2,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Diego Sammet,1,2010-07-02 06:25:16 -0400,2010-07-02 06:25:16 -0400,,
Manuela Tenreiro,2,2010-07-02 06:25:16 -0400,2010-06-13 20:08:51 -0400,,
Marcelo Bielsa,26,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Javier Araneda,1,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Sebastian Piñera,5,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Michelle Bachelet,3,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Stefan Kramer,1,2010-07-01 20:31:16 -0400,2010-07-01 20:31:16 -0400,,
Stig Nygaard,1,2010-07-02 08:55:48 -0400,2010-07-02 08:55:48 -0400,,
Rebecca Wanjiku,1,2010-07-02 08:55:48 -0400,2010-07-02 08:55:48 -0400,,
Michael Essien,5,2010-07-02 08:55:48 -0400,2010-05-18 15:22:10 -0400,,
Abena,1,2010-07-02 08:55:48 -0400,2010-07-02 08:55:48 -0400,,
Nana Kofi Acquah,3,2010-07-02 08:55:48 -0400,2010-06-14 13:47:09 -0400,,
Maung,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Thet Wai,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Shakira,13,2010-07-04 08:58:30 -0400,2010-05-04 12:53:53 -0400,,
Htoo Tayzar,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Naing,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Myo Thein,1,2010-07-04 08:58:30 -0400,2010-07-04 08:58:30 -0400,,
Wenwen,1,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Shandong Luneng,2,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Sean Faris,1,2010-07-05 06:05:43 -0400,2010-07-05 06:05:43 -0400,,
Luis Suarez,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Ato Kwamena Dadzie,2,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Diego Forlan,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Mandela Nelson 
Mandela,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Nelson Mandela,5,2010-07-06 06:41:37 -0400,2010-06-16 11:08:35 -0400,,
Abena Obi,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Pratt,2,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Gyan,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Prisha Bhoola,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Bafana Bafana,10,2010-07-06 06:41:37 -0400,2010-06-16 11:08:35 -0400,,
Ofeibea Quist-Arcton,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Ayekoo,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Richard Goddard,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Kofi Debrah,1,2010-07-06 06:41:37 -0400,2010-07-06 06:41:37 -0400,,
Paul,16,2010-07-07 18:02:44 -0400,2010-07-07 18:02:44 -0400,,
Eric Gerets,6,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Fabio Capello,2,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Wonker,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Abdelhamid,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Anas,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Raymond Domemech,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Marcello Lipi,2,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Domemech Raymond,1,2010-07-10 13:34:25 -0400,2010-07-10 13:34:25 -0400,,
Sepp Blatter,4,2010-07-11 09:29:30 -0400,2010-05-04 12:53:53 -0400,,
Radomir Antic,6,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Ricardo Costa,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Jorge Larrionda,3,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Tim Cayhill,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Luiz Felipe Scolari,3,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Ivica Dragutinovic,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Sarah Faupel,1,2010-07-11 09:29:30 -0400,2010-07-11 09:29:30 -0400,,
Andres Iniesta,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Vaisman,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Farukh Bashir,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Spaaaaaaiiiiiinnnnnn,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Rasheed Bedusi,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Saleh Alshebil,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Osama bin Laden,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Rashed Alroomi,1,2010-07-11 17:58:26 -0400,2010-07-11 17:58:26 -0400,,
Cristina P. Rodrigues,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Larissa Riquelme,2,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Dunga,17,2010-07-12 11:59:45 -0400,2010-06-23 06:58:12 -0400,,
Ramonita Vera,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Henrique Amorim,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Mercosul,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Leftopath,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Patricia,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Luis Nassif,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Antônio Mello,2,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Paraguai,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
da Bolívia,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Liz Cramer,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Eduardo Guimarães,1,2010-07-12 11:59:45 -0400,2010-07-12 11:59:45 -0400,,
Aram Kudurshian,1,2010-07-12 13:41:22 -0400,2010-07-12 13:41:22 -0400,,
Omar Velarde,2,2010-07-12 13:41:22 -0400,2010-07-12 13:41:22 -0400,,
Danny Jordaan,4,2010-04-17 11:07:11 -0400,2010-04-24 07:55:37 -0400,,
Donnette E Davis,1,2010-04-24 07:55:37 -0400,2010-04-24 07:55:37 -0400,,
Zukisa Faku,4,2010-04-24 07:55:37 -0400,2010-04-24 07:55:37 -0400,,
Bin Laden,1,2010-04-24 07:55:37 -0400,2010-04-24 07:55:37 -0400,,
Hitler,1,2010-04-24 07:55:37 -0400,2010-04-24 07:55:37 -0400,,
Sinlung,1,2010-04-24 07:55:37 -0400,2010-04-24 07:55:37 -0400,,
WorldCupBlog,1,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
Zangalewa,1,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
Zangaléwa,2,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
KennyNaija,1,2010-05-04 12:53:53 -0400,2010-05-04 12:53:53 -0400,,
