places,count,first_date,last_date,lat,lon
Co-operative Republic of Guyana,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,5.0,-59.0
Republic of South Africa,25,2013-12-05 23:08:39 -0500,2013-12-09 20:37:03 -0500,-29.0,24.0
United States,2,2013-12-05 23:08:39 -0500,2013-12-12 11:25:19 -0500,39.76,-98.5
Republic of Trinidad and Tobago,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,11.0,-61.0
Republic of Cuba,8,2013-12-05 23:08:39 -0500,2013-12-12 11:25:19 -0500,22.0,-79.5
Democratic People’s Republic of Korea,1,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,40.0,127.0
Caribbean Key,4,2013-12-05 23:08:39 -0500,2013-12-05 23:08:39 -0500,26.40008,-80.07226
People’s Republic of China,6,2013-12-06 09:45:56 -0500,2013-12-06 09:45:56 -0500,35.0,105.0
Republic of India,1,2013-12-06 09:45:56 -0500,2013-12-06 09:45:56 -0500,22.0,79.0
Federal Republic of Nigeria,2,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,10.0,8.0
Lagos,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,6.45306,3.39583
Soweto,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,-26.26781,27.85849
Kirikiri,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,6.44306,3.3075
Nelson Mandela Bay,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,-33.80399,25.49213
Mahdia,4,2013-12-06 08:14:04 -0500,2013-12-09 20:37:03 -0500,35.50472,11.06222
Robben Island,1,2013-12-06 08:14:04 -0500,2013-12-06 08:14:04 -0500,-33.78333,18.36667
United Kingdom of Great Britain and Northern Ireland,2,2013-12-06 11:31:35 -0500,2013-12-11 19:21:16 -0500,54.75844,-2.69531
Rivonia,1,2013-12-06 11:31:35 -0500,2013-12-06 11:31:35 -0500,-26.04226,28.05573
Democratic Republic of Timor-Leste,3,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,-8.83333,125.75
Republic of Indonesia,9,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,-5.0,120.0
Jakarta,2,2013-12-09 20:37:03 -0500,2013-12-09 20:37:03 -0500,-6.21462,106.84513
Johannesburg,2,2013-12-12 11:25:19 -0500,2013-12-12 11:25:19 -0500,-26.20227,28.04363
Saint Lucia,3,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,13.88333,-60.96667
Bermuda,2,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,32.33022,-64.74003
Republic of Zimbabwe,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,-19.0,29.75
Drakenstein,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,-33.59678,19.00306
Playa de las Américas,1,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,28.06403,-16.73012
Caribbean,2,2013-12-11 19:21:16 -0500,2013-12-11 19:21:16 -0500,23.1168,-82.38859
Republic of Madagascar,7,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,-20.0,47.0
Republic of Mali,3,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,18.0,-2.0
Republic of Niger,1,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,18.0,9.0
People’s Democratic Republic of Algeria,2,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,28.0,3.0
Antananarivo,2,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,-18.91368,47.53613
Bamako,3,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,12.65,-8.0
Niamey,1,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,13.51366,2.1098
London,1,2013-12-12 16:55:20 -0500,2013-12-12 16:55:20 -0500,51.50853,-0.12574
