people,count,first_date,last_date,lat,lon
Jorge,2,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
Priscila Néri,2,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
Anil,1,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
Mary Allison Joseph,1,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
Rio,4,2011-09-06 17:26:37 -0400,2013-02-27 06:45:54 -0500,,
Eduardo Paes,1,2011-09-06 17:26:37 -0400,2011-09-06 17:26:37 -0400,,
José Carlos,1,2011-10-08 13:36:49 -0400,2011-10-08 13:36:49 -0400,,
Granada,1,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Ricardo Martinelli,1,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Blas Pérez,1,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Alexander Da Silva,1,2012-06-12 14:37:29 -0400,2012-06-12 14:37:29 -0400,,
Fernando Palomo,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
José A. Balmaceda,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
Felipe Baloy,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
Héctor Martínez,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
Joel Campbell,1,2012-10-18 21:50:28 -0400,2012-10-18 21:50:28 -0400,,
Marcelo Freixo,2,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Carlos Latuff,7,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Yuka,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Angela Toledo,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Boycott,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Andrea Neves,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Darcy Ribeiro,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Sérgio Cabral,4,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
André Ordacgy,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Raphael Tsavkko,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Debora Baldelli,1,2013-01-16 06:40:37 -0500,2013-01-16 06:40:37 -0500,,
Andrea Dip,4,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
Pública,3,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
Leo Lima,1,2013-02-27 06:45:54 -0500,2013-02-27 06:45:54 -0500,,
Elisângela,5,2013-03-01 06:03:12 -0500,2013-03-04 04:00:18 -0500,,
Henrique Zizo,2,2013-03-01 06:03:12 -0500,2013-03-01 06:03:12 -0500,,
Priscila Neri,1,2013-03-01 06:03:12 -0500,2013-03-01 06:03:12 -0500,,
Francisca de Pinho Melo,4,2013-03-04 04:00:18 -0500,2013-03-04 04:00:18 -0500,,
Tinhamos uma renda,1,2013-03-04 04:00:18 -0500,2013-03-04 04:00:18 -0500,,
Mateus Coutinho,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Belo Horizonte,4,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Daniel Iglesias,4,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Matheus Rocha,6,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Guto Borges,2,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Mestre Jonas,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Leo Burguês,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
Brisa Marques,1,2013-03-05 04:00:43 -0500,2013-03-05 04:00:43 -0500,,
