places,count,first_date,last_date,lat,lon
Asia,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,29.84064,89.29688
Canada,8,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,60.10867,-113.64258
People’s Republic of China,7,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,35.0,105.0
Republic of India,8,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,22.0,79.0
United States,7,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,39.76,-98.5
Union of Burma,4,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,21.0,96.0
Democratic People’s Republic of Korea,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,40.0,127.0
Federal Democratic Republic of Ethiopia,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,9.0,39.5
State of Eritrea,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,15.0,39.0
Independent State of Papua New Guinea,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,-6.0,147.0
Republic of Cuba,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,22.0,-79.5
Republic of Ghana,2,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,8.1,-1.2
Islamic Republic of Pakistan,2,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,30.0,70.0
Argentine Republic,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,-34.0,-64.0
Federative Republic of Brazil,5,2009-09-23 10:45:02 -0400,2009-09-23 12:41:02 -0400,-10.0,-55.0
State of Tamil Nādu,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,11.0,78.0
Mahdia,3,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,35.50472,11.06222
Intl Asia Pacific Conv Ctr Busi,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,18.2333,109.4833
United Republic of Tanzania,2,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,-6.0,35.0
Republic of Mozambique,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,-18.25,35.0
Democratic Socialist Republic of Sri Lanka,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,7.75,80.75
Rio de Janeiro,2,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,-22.92008,-43.33069
Bangalore,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,12.97194,77.59369
Amazon River,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,-0.16667,-49.0
Middle East,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,33.13906,35.85869
Republic of South Africa,2,2009-09-23 15:35:51 -0400,2009-09-23 17:39:17 -0400,-29.0,24.0
Republic of Zimbabwe,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,-19.0,29.75
Bangladesh,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,24.0,90.0
Europe,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,48.69096,9.14062
Republic of Costa Rica,2,2009-09-23 20:36:01 -0400,2009-09-24 10:41:45 -0400,10.0,-84.0
Islamic Republic of Iran,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,32.0,53.0
Republic of France,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,46.0,2.0
Japan,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,35.68536,139.75309
Calcutta,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,40.6734,-80.57646
Silicon Valley,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,37.37,-122.04
Republic of Indonesia,9,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,-5.0,120.0
Arab Republic of Egypt,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,27.0,30.0
London,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,51.50853,-0.12574
Doha,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,25.27932,51.52245
Republic of Uganda,1,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,1.25,32.5
