places,count,first_date,last_date,lat,lon
United States,35,2009-01-22 20:57:43 -0500,2009-09-30 10:57:43 -0400,39.76,-98.5
Republic of Fiji,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,-18.0,178.0
Republic of India,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,22.0,79.0
Islamic Republic of Pakistan,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,30.0,70.0
Bangladesh,2,2009-01-22 20:57:43 -0500,2009-08-17 15:14:06 -0400,24.0,90.0
California,3,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,38.3004,-76.50745
Pennsylvania,1,2009-01-22 20:57:43 -0500,2009-01-22 20:57:43 -0500,40.27245,-76.90567
Los Angeles,3,2009-01-22 20:57:43 -0500,2009-10-01 09:58:27 -0400,34.05223,-118.24368
Republic of Albania,5,2009-08-17 15:14:06 -0400,2009-09-03 17:09:21 -0400,41.0,20.0
New Jersey,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,40.16706,-74.49987
Atlantic Ocean Palm Inn,1,2009-08-17 15:14:06 -0400,2009-08-17 15:14:06 -0400,29.1575,-80.9726
Republic of Peru,2,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,-10.0,-75.25
Washington D. C.,2,2009-09-03 17:09:21 -0400,2009-09-03 17:09:21 -0400,38.89511,-77.03637
Mexico,1,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,23.0,-102.0
New Mexico,1,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,34.50034,-106.00085
Orlando,1,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,28.53834,-81.37924
Florida,2,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,28.75054,-82.5001
Wisconsin,1,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,44.50024,-90.00041
Chicago,2,2009-09-30 10:57:43 -0400,2009-09-30 10:57:43 -0400,41.85003,-87.65005
Miami,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,25.77427,-80.19366
New York City,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,40.71427,-74.00597
Midwest,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,43.41136,-106.28002
Racine,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,42.72613,-87.78285
Indiana,2,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,40.62146,-79.15253
Indianapolis,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,39.76838,-86.15804
New York,2,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,43.00035,-75.4999
Boston,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,42.35843,-71.05977
Massachusetts,3,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,42.36565,-71.10832
Denver,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,39.73915,-104.9847
Colorado,2,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,39.00027,-105.50083
South,2,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,37.32922,-86.3647
District of Columbia,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,38.91706,-77.00025
University of Central Florida,1,2009-10-01 09:58:27 -0400,2009-10-01 09:58:27 -0400,28.60189,-81.20031
Tennessee,1,2010-02-11 12:47:29 -0500,2010-02-11 12:47:29 -0500,40.41199,-90.8393
