organizations,count,first_date,last_date,lat,lon
Carlos Arvelo Military Hospital,1,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,,
CNN México,1,2013-03-06 08:51:27 -0500,2013-03-06 08:51:27 -0500,,
IPS-Inter Press Service,1,2013-03-06 11:21:53 -0500,2013-03-06 11:21:53 -0500,,
Facebook,3,2013-03-06 11:21:53 -0500,2013-03-06 11:21:53 -0500,,
Military Hospital,1,2013-03-06 11:21:53 -0500,2013-03-06 11:21:53 -0500,,
Caracas Military Hospital,1,2013-03-06 11:21:53 -0500,2013-03-06 11:21:53 -0500,,
Juventud Rebelde,1,2013-03-06 11:21:53 -0500,2013-03-06 11:21:53 -0500,,
National Assembly,1,2013-03-07 15:11:28 -0500,2013-03-07 15:11:28 -0500,,
United Socialist Party of Venezuela,1,2013-03-07 15:11:28 -0500,2013-03-07 15:11:28 -0500,,
PSUV,1,2013-03-07 15:11:28 -0500,2013-03-07 15:11:28 -0500,,
Democratic Unity Roundtable,1,2013-03-07 15:11:28 -0500,2013-03-07 15:11:28 -0500,,
Google,1,2013-03-07 15:11:28 -0500,2013-03-07 15:11:28 -0500,,
OAS,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,,
El Cafe Cubano,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,,
Bolivar,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,,
Barbados Underground,1,2013-03-06 23:17:15 -0500,2013-03-06 23:17:15 -0500,,
Tirando al Medio,1,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,,
Patria Grande,2,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,,
San Telmo,1,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,,
Doral,2,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,,
Argentina Abierta,1,2013-03-08 15:46:32 -0500,2013-03-08 15:46:32 -0500,,
Casas del Alba,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,,
Metro Press,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,,
América Latina,1,2013-03-12 10:04:45 -0400,2013-03-12 10:04:45 -0400,,
