places,count,first_date,last_date,lat,lon
Jamaica,48,2010-05-24 14:17:57 -0400,2010-05-26 12:35:15 -0400,18.16667,-77.25
United States,25,2010-05-24 14:17:57 -0400,2010-05-26 12:35:15 -0400,39.76,-98.5
Kingston,24,2010-05-24 14:17:57 -0400,2010-05-26 12:35:15 -0400,17.99702,-76.79358
Waterloo,1,2010-05-24 14:17:57 -0400,2010-05-24 14:17:57 -0400,43.4668,-80.51639
West Kingston,6,2010-05-24 14:17:57 -0400,2010-05-30 21:55:44 -0400,42.91009,-71.06839
Tivoli Friheden,9,2010-05-24 14:17:57 -0400,2010-05-26 12:35:15 -0400,56.13668,10.19673
Republic of Trinidad and Tobago,2,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,11.0,-61.0
Barbados,4,2010-05-25 14:56:33 -0400,2010-05-26 12:35:15 -0400,13.16667,-59.53333
Spanish Town,1,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,17.99107,-76.95742
Caribbean Key,1,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,26.40008,-80.07226
Saint Andrews,1,2010-05-25 14:56:33 -0400,2010-05-25 14:56:33 -0400,56.33871,-2.79902
Bridgetown,1,2010-05-26 12:35:15 -0400,2010-05-26 12:35:15 -0400,13.1,-59.61667
Tivoli,6,2010-05-26 22:10:24 -0400,2010-05-27 19:01:13 -0400,41.95781,12.80317
Saint Andrew,3,2010-05-26 22:10:24 -0400,2010-06-23 13:09:53 -0400,49.44778,-2.57361
Bolivarian Republic of Venezuela,1,2010-05-27 10:57:49 -0400,2010-05-27 10:57:49 -0400,8.0,-66.0
Red Hills,3,2010-05-27 10:57:49 -0400,2010-05-27 10:57:49 -0400,18.05,-76.83333
South America,1,2010-05-27 19:01:13 -0400,2010-05-27 19:01:13 -0400,-14.60485,-57.65625
Kirkland,1,2010-05-30 21:55:44 -0400,2010-05-30 21:55:44 -0400,47.68149,-122.20874
Wild West Creek,1,2010-05-30 21:55:44 -0400,2010-05-30 21:55:44 -0400,46.23467,-87.79013
Liguanea,1,2010-06-23 13:09:53 -0400,2010-06-23 13:09:53 -0400,18.01761,-76.76435
St. Catherine,1,2010-06-23 13:09:53 -0400,2010-06-23 13:09:53 -0400,51.428,-2.3326
