people,count,first_date,last_date,lat,lon
Pavel Bushuyev,2,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Pavel Protasov,1,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Andrey Malgin,1,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Aridi,2,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Yuri Grymov,1,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Ilya Varlamov,4,2013-11-03 18:21:00 -0500,2014-01-29 13:56:00 -0500,,
Byushev,1,2013-11-03 18:21:00 -0500,2013-11-03 18:21:00 -0500,,
Maria Baronova,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Nadezhda Tolokonnikova,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Mikhail Khodorkovsky,10,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Kevin Rothrock,4,2013-12-24 02:01:30 -0500,2014-01-15 15:30:05 -0500,,
Putin,17,2013-12-24 02:01:30 -0500,2014-01-29 13:56:00 -0500,,
Yulia Galyamina,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Kiril Rogov,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Oleg Makarenko,2,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Olga Allenova,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Vladimir,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Nadezhda Tolokonnikova,1,2013-12-24 02:01:30 -0500,2013-12-24 02:01:30 -0500,,
Andrei Malgin,5,2013-09-30 21:04:53 -0400,2013-10-09 19:04:43 -0400,,
Egor Grys,1,2013-09-30 21:04:53 -0400,2013-09-30 21:04:53 -0400,,
Boris Nemtsov,4,2013-09-30 21:04:53 -0400,2014-01-29 13:56:00 -0500,,
Yevgeny Levkovich,1,2013-09-30 21:04:53 -0400,2013-09-30 21:04:53 -0400,,
Igor Nemov,1,2013-09-30 21:04:53 -0400,2013-09-30 21:04:53 -0400,,
Jean-Claude Killy,1,2013-09-30 21:04:53 -0400,2013-09-30 21:04:53 -0400,,
Dmitry Ternovskiy,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Mark Feygin,2,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Alexey Navalny,13,2013-10-09 19:04:43 -0400,2014-01-29 13:56:00 -0500,,
Dobrokhotov,2,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Olga Leonova,2,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Shavarsh Karapetyan,3,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Dmitry Chernyshenko,2,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Dmitry Enteo,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
George,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Andrei Kuraev,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Alexander Povetkin,2,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Vladimir Klitschko,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Alexey Chadaev,1,2013-10-09 19:04:43 -0400,2013-10-09 19:04:43 -0400,,
Daniel Kennedy,1,2014-01-15 15:30:05 -0500,2014-01-15 15:30:05 -0500,,
Oliver Bullough,2,2014-01-15 15:30:05 -0500,2014-01-15 15:30:05 -0500,,
Alexey Kungurov,9,2014-01-17 20:45:43 -0500,2014-01-17 20:45:43 -0500,,
Alexander Novak,1,2014-01-22 16:50:43 -0500,2014-01-22 16:50:43 -0500,,
Vladimir Putin,6,2014-01-22 16:50:43 -0500,2014-01-22 16:50:43 -0500,,
Dmitry Kozak,3,2014-01-22 16:50:43 -0500,2014-01-22 16:50:43 -0500,,
Kazan,1,2014-01-22 16:50:43 -0500,2014-01-22 16:50:43 -0500,,
George Stephanopoulos,1,2014-01-22 16:50:43 -0500,2014-01-22 16:50:43 -0500,,
Steve Rosenberg,3,2014-01-25 15:07:47 -0500,2014-01-25 15:07:47 -0500,,
Medvedev,1,2014-01-25 15:07:47 -0500,2014-01-25 15:07:47 -0500,,
Elena Greenberg,6,2014-01-25 15:07:47 -0500,2014-01-25 15:07:47 -0500,,
Alexei Navalny,1,2014-01-29 13:56:00 -0500,2014-01-29 13:56:00 -0500,,
Stanislav Apetyan,2,2014-01-29 13:56:00 -0500,2014-01-29 13:56:00 -0500,,
Arkadiy Rotenberg,1,2014-01-29 13:56:00 -0500,2014-01-29 13:56:00 -0500,,
Vladimir Potanin,1,2014-01-29 13:56:00 -0500,2014-01-29 13:56:00 -0500,,
Vladimir Yakunin,1,2014-01-29 13:56:00 -0500,2014-01-29 13:56:00 -0500,,
Zoich,1,2014-02-02 16:57:50 -0500,2014-02-02 16:57:50 -0500,,
Egor Zhgun,1,2014-02-02 16:57:50 -0500,2014-02-02 16:57:50 -0500,,
Robert Pitman/NOAA,1,2014-02-03 15:51:31 -0500,2014-02-03 15:51:31 -0500,,
Andrea Crossan,2,2014-02-03 15:51:31 -0500,2014-02-03 15:51:31 -0500,,
Ricky Gervais,1,2014-02-03 15:51:31 -0500,2014-02-03 15:51:31 -0500,,
Erich Hoyt,1,2014-02-03 15:51:31 -0500,2014-02-03 15:51:31 -0500,,
Tim Zimmermann,1,2014-02-03 15:51:31 -0500,2014-02-03 15:51:31 -0500,,
Dmitry Guberniev,6,2014-02-07 17:24:51 -0500,2014-02-07 17:24:51 -0500,,
Sofya,1,2014-02-07 17:24:51 -0500,2014-02-07 17:24:51 -0500,,
Doston Akramov,1,2014-02-07 17:24:51 -0500,2014-02-07 17:24:51 -0500,,
Nika,1,2014-02-07 17:24:51 -0500,2014-02-07 17:24:51 -0500,,
D. Guberniev,1,2014-02-07 17:24:51 -0500,2014-02-07 17:24:51 -0500,,
Harry Reekie,1,2014-02-08 04:53:27 -0500,2014-02-08 04:53:27 -0500,,
Boris Akunin,1,2014-02-08 04:53:27 -0500,2014-02-08 04:53:27 -0500,,
Kirill Shulika,1,2014-02-08 04:53:27 -0500,2014-02-08 04:53:27 -0500,,
Leonid Volkov,2,2014-02-08 04:53:27 -0500,2014-02-08 04:53:27 -0500,,
SportsMax,4,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Diego Armando Thomas,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
David Valentine,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Showtime,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Kimberly,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Lexy Nash,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Yvon Tripper,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Hassan Voyeau,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Mark De Silva,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Giga Paitchadze,1,2014-02-07 21:02:27 -0500,2014-02-07 21:02:27 -0500,,
Jackie Chamoun,8,2014-02-11 12:23:18 -0500,2014-02-11 12:23:18 -0500,,
Faisal Karami,2,2014-02-11 12:23:18 -0500,2014-02-11 12:23:18 -0500,,
Abir Ghattas,1,2014-02-11 12:23:18 -0500,2014-02-11 12:23:18 -0500,,
Gino Raidy,2,2014-02-11 12:23:18 -0500,2014-02-11 12:23:18 -0500,,
