people,count,first_date,last_date,lat,lon
Jen Brea,7,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Berkman,7,2009-09-23 10:45:02 -0400,2009-09-23 15:35:51 -0400,,
Michael Spence,22,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Randy Spence,3,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Matthew Smith,2,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Amartya Sen,2,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Bill Melody,3,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Yochai Benkler,15,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Rohan Samarajiva,4,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
David Malone,5,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Alison Gillwald,5,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Hernan Galperin,2,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Ophelia Mascarenhas,5,2009-09-23 10:45:02 -0400,2009-09-23 12:41:02 -0400,,
Michael Best,1,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Mike Best,21,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Mo Ibrahim,2,2009-09-23 10:45:02 -0400,2009-09-23 10:45:02 -0400,,
Anita Gurumurthy,10,2009-09-23 10:45:02 -0400,2009-09-23 12:41:02 -0400,,
Ethan Zuckerman,7,2009-09-23 10:45:02 -0400,2009-09-23 17:39:17 -0400,,
Ronaldo Lemos,10,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Jobim,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Lawrence Liang,5,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Jacques Ranciere,3,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Victor Hugo,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Clotilde Fonseca,10,2009-09-23 12:41:02 -0400,2009-09-23 15:35:51 -0400,,
Robert Reich,1,2009-09-23 12:41:02 -0400,2009-09-23 12:41:02 -0400,,
Omar Dengo,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Avancemos,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Marshall McLuhan,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Sabri Saidam,4,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Mahmood Abbas,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Ineke Buskens,2,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Darwin,1,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Nancy Spence,2,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Yasser Arafat,2,2009-09-23 15:35:51 -0400,2009-09-23 15:35:51 -0400,,
Berkman Center,2,2009-09-23 17:39:17 -0400,2009-09-23 17:39:17 -0400,,
Colin Maclay,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Yochai quotes Sen,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Ineke Buskins,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Seymour Papert,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
Sherri Turkle,1,2009-09-23 20:36:01 -0400,2009-09-23 20:36:01 -0400,,
David Hilbert,2,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
Onno Purbo,6,2009-09-24 10:41:45 -0400,2009-09-24 14:28:02 -0400,,
Hivos,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
Laurent,2,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
Al Jazeera,1,2009-09-24 10:41:45 -0400,2009-09-24 10:41:45 -0400,,
Rohinton Medhora,2,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Mohammed Yunus,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Jane Sibbery,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Joi Ito,2,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Milton Friedman,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Nash,1,2009-09-24 14:28:02 -0400,2009-09-24 14:28:02 -0400,,
Ken Banks,1,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,,
Aparna Ray,2,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,,
John Liebhardt,2,2010-02-03 22:34:57 -0500,2010-02-03 22:34:57 -0500,,
